SampleID	Abiotrophia	Acetobacterium	Acidaminococcus	Acidovorax	Acinetobacter	Actinomyces	Akkermansia	Alistipes	Allisonella	Anaerofilum	Anaerofustis	Anaeroplasma	Anaerorhabdus	Anaerostipes	Anaerotruncus	Anaerovorax	Anoxybacillus	Arcobacter	Atopobium	Bacillus	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Brachybacterium	Brachyspira	Bradyrhizobium	Brevibacillus	Butyricicoccus	Butyricimonas	Butyrivibrio	Campylobacter	Catenibacterium	Cellulosilyticum	Cetobacterium	Chlorophyta	Chryseobacterium	Cloacibacillus	Clostridium IV	Clostridium XI	Clostridium XVIII	Clostridium XlVa	Clostridium XlVb	Clostridium sensu stricto	Collinsella	Comamonas	Coprobacillus	Coprococcus	Coraliomargarita	Coriobacterium	Corynebacterium	Desulfovibrio	Dialister	Dolosigranulum	Dorea	Dysgonomonas	Eggerthella	Eikenella	Elusimicrobium	Enterobacter	Enterococcus	Enterorhabdus	Erysipelotrichaceae_incertae_sedis	Escherichia/Shigella	Eubacterium	Faecalibacterium	Flavobacterium	Flavonifractor	Fusobacterium	Gardnerella	Gemella	Gordonibacter	Granulicatella	Haemophilus	Holdemania	Howardella	Hydrogenoanaerobacterium	Klebsiella	Kytococcus	Lachnospiracea_incertae_sedis	Lactobacillus	Lactococcus	Lactonifactor	Leuconostoc	Megamonas	Megasphaera	Mitsuokella	Mogibacterium	Moraxella	Murdochiella	Neisseria	Odoribacter	Olsenella	Oribacterium	Oscillibacter	Oxalobacter	Parabacteroides	Paraprevotella	Parasporobacterium	Parasutterella	Parvimonas	Pediococcus	Pelospora	Peptococcus	Peptoniphilus	Phascolarctobacterium	Porphyromonas	Prevotella	Propionibacterium	Proteus	Pseudoflavonifractor	Pseudomonas	Pyramidobacter	Ralstonia	Roseburia	Rothia	Ruminococcus	Slackia	Solobacterium	Sporobacter	Staphylococcus	Streptococcus	Streptophyta	Subdoligranulum	Succinatimonas	Sutterella	TM7_genera_incertae_sedis	Turicibacter	Varibaculum	Veillonella	Victivallis	Weissella	Zymophilus	unclassified_Acidaminococcaceae	unclassified_Actinobacteria	unclassified_Actinomycetales	unclassified_Alphaproteobacteria	unclassified_Bacteria	unclassified_Bacteroidales	unclassified_Bacteroidetes	unclassified_Burkholderiales	unclassified_Clostridia	unclassified_Clostridiaceae 1	unclassified_Clostridiales	unclassified_Clostridiales_Incertae Sedis XIII	unclassified_Coriobacteriaceae	unclassified_Deltaproteobacteria	unclassified_Desulfovibrionaceae	unclassified_Enterobacteriaceae	unclassified_Erysipelotrichaceae	unclassified_Firmicutes	unclassified_Flavobacteriales	unclassified_Fusobacteriaceae	unclassified_Lachnospiraceae	unclassified_Micrococcaceae	unclassified_Opitutae	unclassified_Pasteurellaceae	unclassified_Peptococcaceae 1	unclassified_Porphyromonadaceae	unclassified_Prevotellaceae	unclassified_Proteobacteria	unclassified_Rhizobiales	unclassified_Ruminococcaceae	unclassified_Sphingomonadaceae	unclassified_Succinivibrionaceae	unclassified_Sutterellaceae
69-001-1012	0	0	0	0	0	0	59	86	0	0	1	0	0	0	4	8	0	0	0	0	3475	6	0	0	421	0	0	0	0	1	1	0	2	0	0	0	0	0	0	23	157	0	0	18	2	4	0	0	74	0	0	0	0	0	0	84	0	0	0	0	0	0	0	1	1	0	759	0	6	0	0	0	0	2	0	1	7	0	0	0	950	0	0	0	0	0	0	0	0	0	0	0	8	0	0	316	2	199	8	0	0	0	0	0	0	0	19	0	3	0	0	5	0	1	0	49	0	0	0	0	0	0	1	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	444	0	0	0	1	0	486	11	8	0	0	0	36	19	0	0	390	0	0	0	0	0	0	3	0	13063	0	0	0
69-001-1015	0	0	0	0	0	0	26	199	0	0	0	0	0	0	0	7	0	0	0	0	14670	15	0	0	282	0	0	0	0	4	4	0	0	0	0	0	0	0	0	9	92	4	1	14	39	1	0	0	76	0	0	0	1	0	0	62	0	0	0	0	0	0	0	0	0	0	294	0	4	1	0	0	0	0	0	1	9	0	0	0	732	0	0	0	0	0	0	0	0	0	0	0	57	0	0	46	2	314	460	1	2	0	0	0	0	0	12	0	0	0	0	1	0	1	0	232	0	0	0	0	1	0	1	0	0	0	21	0	0	0	1	10	0	0	0	0	0	56	530	5	0	0	0	0	277	2	1	0	1	0	87	164	0	0	931	0	0	0	0	1	0	45	0	1424	0	0	0
69-001-1021	0	0	0	0	0	0	1	218	0	0	0	0	0	0	2	6	0	0	0	0	10361	63	0	0	186	0	0	0	0	11	30	0	0	0	0	0	0	0	0	208	20	1	20	30	0	19	0	0	205	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	1221	0	0	0	0	0	0	0	2	4	2	0	0	0	971	0	0	0	0	0	0	0	0	0	0	0	88	0	0	256	1	278	397	2	12	0	0	0	0	0	280	0	0	1	0	5	0	0	0	316	0	0	0	0	0	0	1	1	0	0	232	0	10	0	9	7	0	0	0	0	0	124	876	4	0	0	0	0	132	2	4	0	0	0	10	21	0	0	2815	0	0	0	1	334	0	441	0	947	0	0	0
69-001-1022	0	0	0	0	0	0	6	479	0	1	0	0	0	0	18	5	0	0	0	0	6452	392	0	2	212	0	0	0	0	54	157	0	28	0	0	0	0	0	0	539	43	7	77	23	1	23	0	0	121	0	0	0	0	0	0	42	0	1	0	0	0	0	0	0	3	0	1880	0	18	0	0	0	1	0	0	4	2	0	0	0	946	0	0	0	0	0	0	0	0	0	0	0	165	0	0	1377	8	352	57	2	28	0	0	0	0	0	285	0	185	0	0	5	0	4	0	184	0	0	0	0	0	0	1	2	0	0	314	1	4	0	5	37	0	0	0	0	0	49	1591	5	1	0	14	0	473	0	9	0	3	0	40	218	0	0	2297	0	0	0	0	114	26	371	0	1463	0	0	0
69-001-1023	0	0	0	0	0	0	0	283	0	0	0	0	0	0	6	0	0	0	0	0	10380	107	0	0	250	0	0	0	0	18	68	0	1	0	0	0	0	0	0	184	28	1	10	18	3	18	0	0	187	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	1228	0	12	0	0	0	0	1	0	0	3	0	4	0	970	0	0	0	0	0	0	0	0	0	0	0	116	0	0	290	0	318	637	0	27	0	0	0	0	0	181	0	1	0	0	3	0	0	0	184	0	0	0	0	1	0	0	0	0	0	243	0	4	0	0	21	0	0	0	0	0	22	610	3	0	0	0	0	196	3	4	0	1	0	13	332	0	0	2431	0	0	0	0	87	0	7	0	1643	0	0	0
69-001-1025	0	0	0	0	0	0	0	89	0	0	0	0	0	0	7	6	0	0	0	0	10604	68	0	0	328	0	0	0	0	10	23	0	0	0	0	0	0	0	0	19	0	12	13	22	0	0	0	0	22	0	0	0	0	0	0	37	0	1	0	0	0	0	0	13	0	0	2231	0	12	0	0	0	3	0	0	8	9	0	0	0	2738	0	0	0	0	0	0	0	0	0	0	0	64	0	0	347	0	255	1121	0	219	0	0	0	0	0	163	0	0	0	0	8	0	0	0	515	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	68	357	4	0	0	2	0	153	1	4	0	0	0	1	3	0	0	1239	0	0	0	0	8	0	98	0	317	0	0	0
69-001-1042	0	0	0	0	0	0	3	994	0	2	1	0	0	0	6	19	0	0	0	0	7463	132	0	4	264	0	0	0	0	69	63	0	0	0	0	0	0	0	0	1168	113	9	23	60	15	44	0	0	29	0	0	0	0	0	0	309	0	0	0	0	0	0	0	1	1	0	2698	0	11	0	0	0	2	0	0	5	0	1	0	0	1398	0	0	0	0	0	0	0	0	0	0	0	69	0	0	315	19	688	420	0	35	0	0	2	0	0	324	0	0	0	0	6	0	0	0	360	0	135	0	0	5	0	0	0	0	0	262	0	28	0	8	40	0	0	0	0	0	2	639	3	0	0	9	0	334	7	20	0	6	0	3	14	0	0	1825	0	0	0	1	60	0	36	0	648	0	0	0
69-001-1043	0	0	0	0	0	1	50	383	0	0	0	0	0	0	11	2	0	0	0	0	5707	42	0	3	284	0	0	0	0	24	68	0	0	0	0	0	0	0	0	662	69	14	13	25	4	64	0	0	49	0	0	0	2	0	0	154	0	0	0	0	2	0	0	1	0	0	2642	0	6	0	0	0	1	0	0	0	3	0	0	0	1100	0	0	0	0	0	0	0	0	0	0	0	63	0	0	292	2	724	751	0	48	0	0	0	0	0	150	0	0	0	0	9	0	0	0	351	0	766	0	0	1	0	7	0	0	0	275	0	0	0	1	138	0	0	0	0	0	0	2154	1	0	0	4	0	216	7	11	0	4	0	0	111	0	3	2212	0	0	0	2	52	1	1108	0	380	0	0	0
69-001-2001	0	0	0	0	0	0	11	385	0	0	0	0	0	0	1	9	0	0	0	0	13689	98	0	0	153	0	0	0	0	7	19	0	0	0	0	0	0	0	0	75	176	4	5	13	9	1	0	0	78	0	0	1	0	0	0	63	0	0	0	0	0	0	0	0	0	0	214	0	2	0	0	0	0	0	0	2	7	0	0	0	623	0	0	0	0	0	0	0	0	0	0	0	177	0	0	41	2	536	55	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	311	0	0	0	0	1	0	0	0	0	0	19	0	6	0	0	4	0	0	0	0	0	29	674	37	0	0	0	0	1298	8	6	0	0	0	77	119	0	0	1424	0	0	0	1	4	0	199	0	545	0	0	0
69-001-2002	0	0	0	0	0	0	9	483	0	0	1	0	0	0	8	3	0	0	0	0	12235	210	0	0	87	0	0	0	0	11	11	0	0	0	0	0	0	0	0	268	65	4	2	25	6	1	0	0	75	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	885	0	2	0	0	0	0	0	0	1	14	0	0	0	440	0	1	0	0	0	0	0	0	0	0	0	219	0	0	76	2	665	243	3	0	0	0	0	0	0	7	0	0	0	0	4	0	2	0	115	0	0	0	0	0	0	1	0	0	0	38	0	0	0	0	4	0	0	0	0	0	21	1044	8	0	0	0	0	744	7	4	0	0	0	87	187	0	0	1798	0	0	0	1	1	0	440	0	609	0	0	0
69-001-4021	0	0	0	0	0	1	0	214	0	0	0	0	0	0	1	1	0	0	0	0	11509	67	0	0	131	0	0	0	0	13	27	0	0	0	0	0	0	0	0	44	0	10	23	42	0	0	0	0	16	0	0	0	0	0	0	33	0	0	0	0	0	0	0	9	1	0	1086	0	2	0	0	0	0	0	1	0	2	0	0	0	2143	0	0	0	0	0	0	0	0	0	0	0	85	0	0	544	5	349	1072	0	128	0	0	0	0	0	219	0	0	0	0	5	0	0	0	263	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	481	9	0	0	0	0	144	4	0	0	0	0	0	1	0	0	1335	0	0	0	0	28	0	851	0	188	0	0	0
69-001-4024	0	0	0	0	0	0	0	876	0	0	2	0	0	0	6	8	0	0	0	0	7947	86	0	2	224	0	0	0	0	33	64	0	0	0	0	0	0	0	0	180	38	12	12	82	14	71	0	0	27	0	0	0	2	0	0	242	0	0	0	0	0	0	0	11	0	0	3022	0	17	0	0	0	2	0	0	15	3	2	0	0	1398	0	0	0	0	0	0	0	0	0	0	0	98	0	0	766	14	340	342	2	32	0	0	0	0	0	393	0	8	0	0	12	0	2	0	295	0	0	0	0	3	0	0	0	0	0	424	0	5	0	0	180	0	0	0	0	0	2	620	12	0	0	0	0	354	2	6	0	5	0	2	118	0	0	1456	0	0	0	0	8	2	390	0	944	0	0	0
69-001-4025	0	0	0	0	0	0	0	435	0	0	0	0	0	0	9	15	0	0	0	0	9708	274	0	1	114	0	0	0	0	12	192	0	0	0	0	0	0	0	0	307	13	3	255	42	4	31	0	19	3	0	0	0	0	0	0	63	0	0	0	0	1	0	0	2	104	0	2133	0	19	0	0	0	0	0	0	4	0	1	4	0	681	0	0	0	0	0	0	0	0	0	0	0	240	0	0	797	6	345	119	1	40	0	0	0	0	0	159	0	3	0	0	7	0	2	0	201	0	0	0	0	1	0	1	0	0	0	208	0	3	0	0	267	0	0	0	0	0	7	1611	383	1	0	2	0	230	3	12	0	7	0	0	111	0	0	1081	0	0	0	0	8	1	352	0	571	0	0	0
69-001-4026	0	0	0	0	0	0	96	232	0	1	0	0	0	0	6	4	0	0	0	0	3433	74	3	1	261	0	0	0	0	13	65	0	4	0	0	0	0	0	0	363	25	3	3	18	18	388	0	0	289	0	0	0	2	5	0	68	0	0	0	0	0	0	0	0	1	0	4769	0	9	0	0	0	3	0	0	0	8	0	0	0	1557	0	0	0	0	0	0	0	0	0	0	0	49	0	0	1127	2	125	490	0	4	0	0	1	0	0	330	0	2	0	0	13	0	1	0	78	0	0	0	0	0	0	1	1	0	0	306	0	3	0	2	351	0	0	0	0	0	335	2646	1	1	0	1	0	388	6	9	0	2	0	47	179	0	0	1425	0	0	0	0	0	2	365	0	1216	0	0	0
69-001-6012	0	0	0	0	0	0	518	553	0	0	1	0	0	0	3	5	0	0	0	0	11892	59	0	2	240	0	0	0	0	6	27	0	0	0	0	0	0	0	0	93	72	3	3	22	17	0	0	0	56	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	989	0	6	0	0	0	0	0	1	0	12	0	0	0	950	1	0	0	0	0	0	0	0	0	0	0	157	0	0	50	8	941	412	0	8	0	0	0	0	0	49	0	0	0	0	1	0	0	0	99	0	0	0	0	0	0	1	0	0	0	79	0	1	0	0	112	0	0	0	0	0	111	945	85	0	0	0	0	165	4	3	0	10	0	155	772	0	0	654	0	0	0	0	1	0	193	0	580	0	0	0
69-001-6013	0	0	0	0	0	0	1113	1335	0	0	1	0	0	0	2	7	0	0	0	0	9902	86	2	4	457	0	0	0	0	13	36	0	84	0	0	0	0	0	0	23	136	2	4	37	20	6	0	0	29	0	0	0	1	0	0	97	0	0	0	0	0	0	0	0	21	0	1368	0	5	0	0	0	0	0	1	3	15	0	0	0	1053	0	0	0	0	0	0	0	0	0	0	0	142	0	0	88	12	551	284	1	13	0	0	0	0	0	83	0	51	0	0	7	0	0	0	100	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	50	0	0	0	0	0	0	726	23	0	0	0	0	363	13	1	0	12	0	114	432	0	0	1230	0	0	0	0	0	0	81	0	857	0	0	0
69-001-6014	0	0	0	0	0	0	563	793	0	0	0	0	0	0	2	8	0	0	0	0	9254	59	0	2	187	0	0	0	0	2	57	0	0	0	0	0	0	0	0	10	14	0	5	32	0	5	0	0	14	0	0	0	0	1	0	66	0	0	0	0	0	0	0	0	0	1	1722	0	2	0	0	0	0	0	1	0	4	0	0	0	799	0	0	0	0	0	0	0	0	0	0	0	209	0	0	76	1	575	1484	0	7	0	0	0	0	0	35	0	0	0	0	0	0	0	0	132	0	0	0	0	1	0	1	0	0	0	147	0	1	0	1	91	0	0	0	0	0	1	1647	20	0	0	0	0	613	7	3	0	4	0	40	336	0	0	822	0	0	0	0	0	0	8	0	1365	0	0	0
69-001-6015	0	0	0	0	0	0	1344	658	0	0	1	0	0	0	1	2	0	0	0	0	11687	172	0	3	288	0	0	0	0	6	92	0	2	0	0	0	0	0	0	9	81	7	2	64	2	1	0	0	17	0	0	0	3	0	0	154	0	0	0	0	0	0	0	0	4	0	472	0	5	0	0	0	0	0	0	2	7	1	0	0	719	0	0	0	0	0	0	0	1	0	0	0	176	0	0	65	6	741	378	0	8	0	0	0	0	0	87	0	1	0	0	1	0	1	0	69	0	0	0	0	0	0	0	0	0	0	96	0	3	0	1	29	0	0	0	0	0	0	523	39	0	0	0	0	223	4	4	0	5	0	157	221	0	0	1327	0	0	0	0	1	0	11	0	1246	0	0	0
69-001-6016	0	0	0	0	0	0	968	707	0	0	1	0	0	0	1	12	0	0	0	0	12380	112	0	2	152	0	0	0	0	6	33	0	0	0	0	0	0	0	0	14	140	6	2	22	13	2	0	0	45	0	0	0	3	0	0	70	0	0	0	0	0	0	0	0	0	0	528	0	5	0	0	0	0	0	1	3	5	0	0	0	648	0	0	0	0	0	0	0	0	0	0	0	159	0	0	41	3	324	960	0	25	0	0	0	0	0	29	0	0	0	0	4	0	0	0	159	0	0	0	0	0	0	3	0	0	0	123	0	5	0	1	43	0	0	0	0	0	113	1231	47	0	0	0	0	230	4	9	0	11	0	48	208	0	0	836	0	0	0	1	0	0	38	0	694	0	0	0
69-001-6021	0	0	0	0	0	0	50	167	0	0	0	0	0	0	0	6	0	0	0	0	12338	27	0	1	267	0	0	0	0	10	16	0	0	0	0	0	0	0	0	24	135	6	4	16	120	1	0	0	51	0	0	2	1	0	0	73	0	0	0	0	0	0	0	2	0	0	527	0	3	0	0	0	0	0	0	1	4	0	0	0	805	0	0	0	0	0	0	0	0	0	0	0	93	0	0	57	6	582	284	0	13	0	0	0	0	0	14	0	0	0	0	2	0	1	0	128	0	0	0	0	0	0	0	0	0	0	26	0	7	0	0	14	0	0	0	0	0	24	990	2	0	0	0	0	858	6	4	0	0	0	65	180	0	0	2581	0	0	0	1	26	0	10	0	598	0	0	0
69-001-6022	0	0	0	0	0	0	1	107	0	0	0	0	0	0	1	1	0	0	0	0	15537	28	0	0	295	0	0	0	0	6	5	0	1	0	0	0	0	0	0	5	66	5	11	13	121	0	0	0	26	0	0	0	0	0	0	85	0	0	0	0	0	0	0	1	0	0	280	0	2	0	0	0	0	0	2	1	8	0	0	0	982	0	0	0	0	0	0	0	0	1	0	0	68	0	0	14	0	468	438	0	3	0	0	0	0	0	17	0	0	0	0	1	0	0	0	421	0	0	0	0	0	0	0	0	0	0	15	0	1	0	0	4	0	0	0	0	0	11	732	4	0	0	0	0	138	1	4	0	0	0	46	28	0	0	991	0	0	0	0	11	0	3	0	219	0	0	0
69-001-6023	0	0	0	0	0	0	2	96	0	0	0	0	0	0	1	2	0	0	0	0	12403	22	0	0	544	0	0	0	0	2	7	0	0	0	0	0	0	0	0	15	31	1	9	8	20	0	0	0	115	0	0	1	0	0	1	52	0	0	0	0	0	0	0	1	0	0	592	0	2	1	0	0	0	0	8	0	6	0	0	0	748	0	0	0	0	0	0	0	0	0	0	0	52	0	0	27	1	384	242	0	4	0	0	0	0	0	61	0	0	0	0	0	0	4	0	136	0	0	0	0	0	0	2	0	0	0	17	0	0	0	0	3	0	0	0	0	0	30	3591	2	0	0	0	0	48	1	1	0	0	0	55	128	0	0	1132	0	0	0	0	18	0	20	0	579	0	0	0
69-001-6024	0	0	0	0	0	1	0	150	0	0	0	0	0	0	4	4	0	0	0	0	11300	26	0	3	183	1	0	0	0	38	14	0	0	0	0	0	0	0	0	64	0	1	119	45	290	4	0	0	27	0	0	0	0	0	0	24	0	2	0	0	0	0	0	2	0	0	501	0	6	2	0	0	2	0	2	2	0	1	0	0	1725	0	0	1	0	0	0	0	0	0	0	0	44	0	0	259	14	277	562	1	24	0	0	0	0	0	238	0	0	0	0	6	0	90	0	141	0	0	0	0	0	4	0	0	0	0	182	0	0	0	3	8	0	0	0	0	0	192	1151	0	1	0	0	0	107	1	1	0	0	0	7	76	0	0	1322	0	0	0	0	194	0	3	0	1778	0	0	0
69-001-6025	0	0	0	0	0	0	9	241	0	2	4	0	0	0	13	0	0	0	0	0	5081	63	0	6	326	0	0	0	0	24	21	0	4	0	0	0	0	0	0	224	4	0	22	4	2	19	0	0	39	0	0	0	15	0	0	35	0	0	0	0	0	0	0	2	0	0	1138	0	2	0	0	0	0	0	0	2	0	0	0	0	2960	2	0	0	0	0	0	0	0	0	0	0	97	0	0	407	2	436	216	0	45	0	0	2	0	0	159	0	0	0	0	15	2	52	0	177	0	0	0	0	0	0	0	2	0	0	84	4	15	0	0	30	0	0	0	0	0	229	1164	0	0	0	4	0	205	0	4	0	9	0	32	836	0	0	4435	0	0	0	7	54	0	7	0	2236	0	0	0
69-001-6031	0	0	0	0	0	0	63	223	0	1	0	0	0	0	8	6	0	0	0	0	8496	63	0	1	165	0	0	0	0	25	56	0	0	0	0	0	0	0	0	632	3	3	8	29	0	19	0	1	151	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	1246	0	4	0	0	0	0	0	0	3	1	1	0	0	1852	0	0	0	0	0	0	0	0	0	0	0	94	0	0	665	5	298	330	1	27	0	0	0	0	0	264	0	0	0	0	3	0	5	0	212	0	0	0	0	1	0	0	0	0	0	141	0	1	0	0	32	0	0	0	0	0	76	905	6	0	0	1	0	264	3	5	0	3	0	32	528	0	0	3555	0	0	0	4	49	0	37	0	590	0	0	0
69-001-6033	0	0	0	0	0	0	22	193	0	4	0	0	0	0	6	4	0	0	0	0	5727	95	0	0	238	0	0	0	0	9	22	0	0	0	0	0	0	0	0	366	46	0	9	15	0	154	0	0	272	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	1962	0	6	0	0	0	2	0	0	2	7	0	0	0	2040	0	0	0	0	0	0	0	0	0	0	0	60	0	0	1332	7	145	458	0	17	0	0	0	0	0	238	0	0	0	0	2	0	4	0	201	0	0	0	0	0	0	2	0	0	0	126	0	0	0	6	262	0	0	0	0	0	0	2887	0	0	0	6	0	352	2	7	0	0	0	32	78	0	0	1938	0	0	0	2	50	0	688	0	1023	0	0	0
69-001-6037	0	0	0	0	0	0	1	484	0	0	0	0	1	0	14	13	0	0	0	0	7662	87	0	2	102	0	0	0	0	8	34	0	0	0	0	0	0	0	0	317	8	2	11	29	6	11	0	0	117	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	1268	0	6	0	0	0	0	0	0	1	4	0	0	0	1101	0	1	0	0	0	0	0	0	0	0	0	82	0	0	643	4	601	302	1	35	0	0	0	0	0	225	0	0	0	0	4	0	10	0	165	0	0	0	0	0	0	1	2	0	0	177	0	2	0	0	24	0	0	0	0	0	35	1016	4	0	0	4	0	374	1	1	0	6	0	32	162	0	0	3365	0	0	0	4	19	0	325	0	2258	0	0	0
69-001-6038	0	0	0	0	0	2	69	665	0	2	0	0	0	0	7	5	0	0	0	0	6759	83	0	10	230	0	0	0	0	23	52	0	0	0	0	0	0	0	0	100	47	5	11	56	7	23	0	0	108	0	0	0	0	0	0	36	0	0	0	0	7	0	0	0	0	0	1982	0	8	0	0	0	0	0	2	0	2	0	0	0	529	0	0	0	2	0	0	0	0	0	0	0	77	0	0	915	3	585	459	0	67	0	0	2	0	0	301	0	0	0	0	3	11	3	0	183	0	0	0	0	0	0	0	7	0	0	394	0	7	0	0	124	0	0	0	0	0	83	1314	5	0	0	0	0	286	3	3	0	49	0	28	735	0	0	2568	0	0	0	0	23	0	722	0	1441	0	0	0
69-001-6042	0	0	0	0	0	0	0	566	0	2	2	0	0	0	24	5	0	0	0	0	7633	47	0	6	164	0	0	0	0	16	40	0	0	0	0	0	0	0	0	1573	37	8	10	16	13	40	0	0	22	0	0	0	8	0	0	53	0	0	0	0	0	0	0	8	3	0	2158	0	6	0	0	0	0	0	0	2	0	0	0	0	771	0	0	0	0	0	0	0	0	0	0	0	104	0	0	905	5	334	2237	2	18	0	0	0	0	0	341	0	0	0	0	13	0	8	0	188	0	0	0	0	3	0	0	2	0	0	50	0	0	0	0	50	0	0	0	0	0	3	938	13	0	0	2	0	270	3	10	0	27	0	3	130	0	0	1385	0	0	0	0	13	0	45	0	893	0	0	0
69-001-6043	0	0	0	0	0	0	0	425	0	3	0	0	0	0	16	8	0	0	0	0	9029	55	0	3	257	0	0	0	0	26	39	0	0	0	0	0	0	0	0	1142	11	2	6	23	10	8	0	0	26	0	0	0	0	0	0	71	0	0	0	0	0	0	0	2	13	0	1213	0	5	0	0	0	2	0	0	2	0	0	0	0	1318	0	0	0	0	0	0	0	0	0	0	0	100	0	0	1165	21	391	239	2	8	0	0	0	0	0	285	0	26	0	0	6	0	0	0	379	0	0	0	0	3	0	0	0	0	0	176	0	0	0	0	154	0	0	0	0	0	23	843	5	0	0	5	0	327	5	5	0	18	0	0	192	0	0	1653	0	0	0	0	24	15	836	0	608	0	0	0
69-001-6044	0	0	0	0	0	0	0	415	0	1	0	0	0	0	4	3	0	0	0	0	9701	19	0	7	174	0	0	0	0	11	30	0	0	0	0	0	0	0	0	778	32	0	24	33	19	3	0	0	16	0	0	0	2	0	0	82	0	0	0	0	0	0	0	1	1	0	1395	0	4	0	0	0	0	0	16	0	3	0	0	0	935	0	0	0	0	0	0	0	0	0	0	0	59	0	0	790	5	346	1942	1	7	0	0	0	0	0	448	0	0	0	0	6	0	2	0	436	0	0	0	0	3	0	1	0	0	0	98	0	5	0	5	68	0	0	0	0	0	16	479	9	0	0	0	0	236	0	1	0	10	0	0	57	0	0	1405	0	0	0	0	14	0	520	0	549	0	0	0
69-001-6045	0	0	0	0	0	0	0	489	0	0	0	0	0	0	11	10	0	0	0	0	9374	59	0	8	329	0	0	0	0	25	55	0	0	0	0	0	0	0	0	887	19	4	13	13	63	2	0	0	27	0	0	0	4	0	0	55	0	0	0	0	0	0	0	0	0	0	2138	0	6	0	0	0	0	0	0	4	4	0	2	0	1438	0	0	0	0	0	0	0	0	0	0	0	93	0	0	675	11	221	266	2	11	0	0	0	0	0	127	0	0	0	0	6	0	8	0	540	0	0	0	0	0	6	2	0	0	0	175	0	0	0	0	426	0	0	0	0	0	23	658	10	0	0	4	0	287	0	11	0	8	0	2	103	0	0	1505	0	0	0	0	74	0	341	0	595	0	0	0
69-001-6046	0	0	0	0	0	0	0	588	0	0	0	0	3	0	12	7	0	0	0	0	10630	32	0	3	167	0	0	0	0	19	68	0	0	0	0	0	0	0	0	1142	14	0	15	17	38	5	0	0	14	0	0	0	0	3	0	31	0	0	0	0	0	0	0	2	0	0	1775	0	2	0	0	0	0	0	0	0	0	0	0	0	978	0	0	0	0	0	0	0	0	0	0	0	92	0	0	469	5	401	632	0	22	0	0	0	0	0	170	0	0	0	0	5	0	0	0	222	0	0	0	0	2	0	0	2	0	0	220	0	2	0	0	109	0	0	0	0	0	9	470	5	0	0	5	0	216	0	9	0	7	0	3	58	0	0	1855	0	0	0	3	26	0	205	0	440	0	0	0
69-001-6047	0	0	0	0	0	1	0	344	0	0	1	0	1	0	11	4	0	0	0	0	4770	70	0	0	224	0	0	0	0	50	63	0	0	0	0	0	0	0	0	1701	38	15	6	44	66	9	0	0	35	0	0	0	0	0	0	103	0	1	0	0	0	0	0	4	0	0	2743	0	12	0	0	0	1	0	0	1	7	0	0	0	1596	0	0	0	0	0	0	0	0	0	0	0	93	0	0	720	12	293	165	0	13	0	0	0	0	0	128	0	0	0	0	17	0	0	0	204	0	0	0	0	4	0	1	0	0	0	306	0	0	0	2	220	0	0	0	0	0	0	1712	9	0	0	4	0	339	2	19	0	2	0	2	242	0	0	3039	0	0	0	0	1	0	992	0	767	0	0	0
69-001-61	0	0	0	0	0	0	2	566	0	0	1	0	0	0	1	2	0	0	0	0	10086	204	0	0	401	0	0	0	0	12	25	0	1	0	0	0	0	0	0	256	37	1	16	32	9	12	0	0	171	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	763	0	3	0	0	0	0	0	0	3	13	0	0	0	802	1	1	1	0	0	0	0	0	1	0	0	265	0	0	73	2	851	1161	1	16	0	0	0	0	0	35	0	1	0	0	6	0	0	0	688	0	0	0	0	0	0	0	0	0	0	74	0	3	0	1	5	0	0	0	0	0	114	825	10	0	0	1	0	157	6	9	0	0	0	177	44	0	0	1749	0	0	0	1	0	0	758	0	629	0	0	0
69-001-63	0	0	0	0	0	0	2	522	0	0	0	0	0	0	1	0	0	0	0	0	13820	147	0	0	335	0	0	0	0	5	47	0	1	0	0	0	0	0	0	1	11	17	15	27	75	1	0	0	46	0	0	0	0	0	0	192	0	0	0	0	0	0	0	1	0	0	421	0	4	0	0	0	0	0	0	2	5	0	0	0	892	0	0	0	0	0	0	0	0	0	0	0	376	0	0	35	2	940	486	1	6	0	0	0	0	0	18	0	0	0	0	3	0	0	0	349	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	5	0	0	0	0	0	38	383	8	0	0	1	0	60	2	8	0	3	0	155	58	0	0	813	0	0	0	0	0	0	175	0	548	0	0	0
