SampleID	Abiotrophia	Acetobacterium	Acidaminococcus	Acidovorax	Acinetobacter	Actinomyces	Akkermansia	Alistipes	Allisonella	Anaerofilum	Anaerofustis	Anaeroplasma	Anaerorhabdus	Anaerostipes	Anaerotruncus	Anaerovorax	Anoxybacillus	Arcobacter	Atopobium	Bacillus	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Brachybacterium	Brachyspira	Bradyrhizobium	Brevibacillus	Butyricicoccus	Butyricimonas	Butyrivibrio	Campylobacter	Catenibacterium	Cellulosilyticum	Cetobacterium	Chlorophyta	Chryseobacterium	Cloacibacillus	Clostridium IV	Clostridium XI	Clostridium XVIII	Clostridium XlVa	Clostridium XlVb	Clostridium sensu stricto	Collinsella	Comamonas	Coprobacillus	Coprococcus	Coraliomargarita	Coriobacterium	Corynebacterium	Desulfovibrio	Dialister	Dolosigranulum	Dorea	Dysgonomonas	Eggerthella	Eikenella	Elusimicrobium	Enterobacter	Enterococcus	Enterorhabdus	Erysipelotrichaceae_incertae_sedis	Escherichia/Shigella	Eubacterium	Faecalibacterium	Flavobacterium	Flavonifractor	Fusobacterium	Gardnerella	Gemella	Gordonibacter	Granulicatella	Haemophilus	Holdemania	Howardella	Hydrogenoanaerobacterium	Klebsiella	Kytococcus	Lachnospiracea_incertae_sedis	Lactobacillus	Lactococcus	Lactonifactor	Leuconostoc	Megamonas	Megasphaera	Mitsuokella	Mogibacterium	Moraxella	Murdochiella	Neisseria	Odoribacter	Olsenella	Oribacterium	Oscillibacter	Oxalobacter	Parabacteroides	Paraprevotella	Parasporobacterium	Parasutterella	Parvimonas	Pediococcus	Pelospora	Peptococcus	Peptoniphilus	Phascolarctobacterium	Porphyromonas	Prevotella	Propionibacterium	Proteus	Pseudoflavonifractor	Pseudomonas	Pyramidobacter	Ralstonia	Roseburia	Rothia	Ruminococcus	Slackia	Solobacterium	Sporobacter	Staphylococcus	Streptococcus	Streptophyta	Subdoligranulum	Succinatimonas	Sutterella	TM7_genera_incertae_sedis	Turicibacter	Varibaculum	Veillonella	Victivallis	Weissella	Zymophilus	unclassified_Acidaminococcaceae	unclassified_Actinobacteria	unclassified_Actinomycetales	unclassified_Alphaproteobacteria	unclassified_Bacteria	unclassified_Bacteroidales	unclassified_Bacteroidetes	unclassified_Burkholderiales	unclassified_Clostridia	unclassified_Clostridiaceae 1	unclassified_Clostridiales	unclassified_Clostridiales_Incertae Sedis XIII	unclassified_Coriobacteriaceae	unclassified_Deltaproteobacteria	unclassified_Desulfovibrionaceae	unclassified_Enterobacteriaceae	unclassified_Erysipelotrichaceae	unclassified_Firmicutes	unclassified_Flavobacteriales	unclassified_Fusobacteriaceae	unclassified_Lachnospiraceae	unclassified_Micrococcaceae	unclassified_Opitutae	unclassified_Pasteurellaceae	unclassified_Peptococcaceae 1	unclassified_Porphyromonadaceae	unclassified_Prevotellaceae	unclassified_Proteobacteria	unclassified_Rhizobiales	unclassified_Ruminococcaceae	unclassified_Sphingomonadaceae	unclassified_Succinivibrionaceae	unclassified_Sutterellaceae
69-026-2035	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	9978	17	0	9	411	0	0	0	0	9	25	0	0	0	0	0	0	0	0	0	5	0	92	54	0	62	0	0	15	0	0	0	0	0	0	59	0	2	0	0	0	0	0	2	0	0	1388	0	9	0	0	0	0	0	0	0	0	0	2	0	1158	0	2	0	0	0	0	0	0	0	0	0	9	0	0	1174	0	242	0	0	8	0	0	0	0	0	89	0	0	0	0	0	0	0	0	699	0	55	0	0	0	0	0	0	0	0	2483	0	0	0	2	0	0	0	0	0	0	268	157	15	2	0	0	0	380	3	0	0	0	0	60	17	0	0	1412	0	0	0	0	3	0	0	0	605	0	0	0
69-026-2041	0	0	0	0	0	1	0	407	0	3	0	0	0	0	1	0	0	0	0	0	6239	81	0	1	793	0	0	0	0	25	7	0	0	0	0	0	0	0	0	13	11	4	41	44	46	69	0	0	38	0	0	0	0	0	0	107	0	9	0	0	0	0	0	0	0	0	2123	0	6	0	0	0	1	0	1	2	0	0	0	0	952	1	0	0	0	0	0	0	0	0	0	0	13	0	0	337	0	1251	0	0	1	0	0	0	0	0	178	0	0	0	0	4	0	0	0	1280	0	130	0	0	0	0	9	0	0	0	191	0	1	0	8	0	0	0	0	0	0	393	1105	29	8	0	0	0	1272	1	5	0	0	0	69	8	0	0	2672	0	0	0	0	1	0	0	0	1230	0	0	0
69-026-2042	0	0	0	0	0	0	2	414	0	2	0	0	0	0	3	0	0	0	0	0	9844	41	0	5	202	0	0	0	0	9	19	0	0	0	0	0	0	0	0	3	34	3	26	20	0	19	0	0	19	0	0	0	0	0	0	31	0	2	0	0	0	0	0	0	0	0	882	0	2	0	0	0	1	0	0	1	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	23	0	0	350	0	1440	0	0	2	0	0	0	0	0	178	0	0	0	0	1	0	0	0	519	0	30	0	0	0	0	0	0	0	0	733	0	0	0	0	0	0	0	0	0	0	3807	422	25	17	0	0	0	442	3	3	0	0	0	68	2	0	0	689	0	0	0	0	3	0	0	0	553	0	0	0
69-026-2043	0	0	0	0	0	0	24	562	0	2	0	0	0	0	4	0	0	0	0	0	7653	93	0	5	298	0	0	0	0	6	25	0	0	0	0	0	0	0	0	4	6	5	14	26	37	29	0	0	23	0	0	0	0	0	0	45	0	4	0	0	0	0	0	0	0	0	1296	0	4	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	31	0	0	315	0	1042	0	0	9	0	0	0	0	0	185	0	0	0	0	3	0	0	0	795	0	25	0	0	0	0	0	7	0	0	818	0	1	0	1	0	0	0	0	0	0	4789	522	38	19	0	0	0	375	3	2	0	2	0	29	8	0	0	1078	0	0	0	0	10	0	0	0	582	0	0	0
69-026-2044	0	0	0	0	0	0	1	1007	0	0	0	0	0	0	0	1	0	0	0	0	9279	0	1	16	759	0	0	0	0	25	22	0	0	0	0	0	0	0	0	14	0	30	32	39	8	26	0	0	0	0	0	0	0	0	0	87	0	1	0	0	0	0	0	30	3	0	2026	0	19	0	0	0	0	0	0	0	0	0	0	0	2357	0	0	0	0	0	0	0	0	0	0	0	171	0	0	83	0	703	930	0	593	0	0	0	0	0	10	0	1	0	0	0	0	0	0	354	0	224	0	0	0	0	2	2	0	0	2	0	0	0	3	0	0	0	0	0	0	1	120	0	0	0	0	0	8	3	7	0	0	0	123	45	0	1	1121	0	0	1	0	0	0	0	0	935	0	0	0
69-026-2045	0	0	0	0	0	0	2	582	0	2	0	0	0	0	0	0	0	0	0	0	10077	137	0	25	345	0	0	0	0	8	27	0	0	0	0	0	0	0	0	2	0	0	27	98	8	62	0	0	17	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	598	0	14	0	0	0	6	0	0	0	0	0	0	0	1421	0	0	0	0	0	0	0	0	0	0	0	52	0	0	312	0	2017	0	0	12	0	0	0	0	0	507	0	0	0	0	2	0	0	0	426	0	102	0	0	0	0	0	21	0	0	1614	0	0	0	0	0	0	0	0	0	0	378	264	56	4	0	0	0	85	0	0	0	0	0	39	21	0	2	926	0	0	0	0	0	0	0	0	870	0	0	0
69-026-2052	0	0	0	0	0	0	0	384	0	5	0	0	0	0	1	1	0	0	0	0	10719	40	0	6	361	0	0	0	0	7	16	0	0	0	0	0	0	0	0	0	0	1	36	72	1	27	0	0	12	0	0	0	0	0	0	42	0	1	0	0	0	0	0	1	0	0	512	0	12	0	0	0	0	0	0	1	0	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	35	0	1	324	0	731	1	0	6	0	0	0	0	0	480	0	1	0	0	1	0	0	0	257	0	451	0	0	0	0	0	0	0	0	451	0	0	0	1	0	0	0	0	0	0	2252	175	73	11	0	0	0	287	0	5	0	0	0	141	1	0	118	2261	0	0	0	0	5	0	0	0	495	0	0	0
69-026-2053	0	0	0	0	0	0	0	433	0	2	0	0	0	0	1	1	0	0	0	0	9440	119	0	10	1540	0	0	0	0	20	12	0	0	0	0	0	0	0	0	2	0	39	12	58	0	50	0	0	51	0	0	0	0	0	0	142	0	2	0	0	0	0	0	11	0	0	559	0	8	0	0	0	5	0	0	2	0	0	1	0	874	0	0	0	0	0	0	0	0	0	0	0	29	0	0	220	0	549	0	0	2	0	0	0	0	0	465	0	0	0	0	5	0	0	0	482	0	2182	0	0	0	1	3	0	0	0	92	0	2	0	2	0	0	0	0	0	0	152	311	43	2	0	0	0	1011	10	15	0	1	0	310	10	0	1	1359	0	0	0	0	11	0	0	0	565	0	0	0
69-026-4012	0	0	0	0	0	1	0	316	0	2	0	0	0	0	0	2	0	0	0	0	10850	102	0	1	980	0	0	0	0	18	5	0	0	0	0	0	0	0	0	6	0	5	105	8	0	48	0	0	55	0	0	0	0	0	0	21	0	1	0	0	0	0	0	1	0	0	1984	0	15	0	0	0	2	0	0	1	0	0	0	0	375	0	5	0	0	0	0	0	0	0	0	0	19	0	0	285	0	1215	0	0	0	0	0	0	0	0	188	0	0	0	0	4	0	0	0	802	0	152	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	145	683	17	5	0	0	0	355	4	2	0	0	0	88	39	0	0	1483	0	0	0	0	6	0	2	0	594	0	0	0
69-026-4013	0	0	0	0	0	3	0	501	0	6	0	0	0	0	2	1	0	0	0	0	7391	124	0	4	118	0	0	0	0	9	42	0	0	0	0	0	0	0	0	10	0	1	59	19	0	20	0	0	13	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3831	0	35	0	0	0	2	0	0	3	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	21	0	0	656	0	2687	0	0	5	0	0	0	0	0	170	0	0	0	0	2	0	0	0	197	0	36	0	0	0	0	0	14	0	0	1361	0	0	0	1	0	0	0	0	0	0	341	1034	39	8	0	0	0	495	0	6	0	1	0	37	6	0	0	830	0	0	0	0	43	0	0	0	855	0	0	0
69-026-4014	0	0	0	0	0	0	0	172	0	2	0	0	0	0	3	1	0	0	0	0	8186	133	0	4	546	0	0	0	0	20	18	0	0	0	0	0	0	0	0	6	11	1	20	25	2	18	0	0	17	0	0	0	0	0	0	54	0	2	0	0	1	0	0	0	0	0	772	0	2	1	0	0	0	0	0	1	0	0	0	0	840	1	4	0	0	0	0	0	0	0	0	0	25	0	0	174	0	1089	0	0	2	0	0	0	0	1	131	0	0	0	0	3	0	0	0	608	0	88	0	0	0	0	28	0	0	0	401	0	1	0	0	0	0	0	0	0	0	4879	385	77	3	0	0	0	112	4	2	0	0	0	58	23	0	0	1740	0	0	0	0	6	0	0	0	530	0	0	0
69-026-4015	0	0	8	0	0	1	0	2266	0	3	0	0	0	0	40	4	0	0	1	0	6439	0	0	3	777	0	0	0	0	1	175	0	0	1	0	0	0	0	0	11	0	0	14	61	0	444	0	0	408	0	0	0	0	0	0	638	0	12	0	0	0	0	0	1	4069	0	97	0	131	0	0	1	12	1	0	12	0	0	0	0	1794	2	2	2	0	0	0	0	1	0	0	0	169	0	0	152	22	176	0	0	20	0	0	0	0	0	50	1	8	0	0	1	0	0	0	10	0	70	0	0	0	2	29	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	181	1	0	0	0	0	61	77	52	0	0	0	129	18	0	0	381	0	0	0	0	244	0	1	0	1942	0	0	0
69-027-01	0	0	0	0	0	76	18	69	0	0	1	0	0	0	0	0	0	0	11	0	9230	1	6	340	388	0	0	0	0	104	0	0	0	0	0	0	0	0	0	1	8	10	156	41	2	36	0	0	67	0	0	0	0	0	0	8	0	0	2	0	0	0	0	309	16	8	240	0	9	0	0	22	1	4	1082	0	0	0	6	0	688	0	0	0	0	0	0	0	3	0	0	0	45	0	3	5	0	541	196	0	5351	0	0	0	0	0	0	1	1	0	0	0	1	0	0	85	2	1	21	6	0	0	271	1	0	0	0	24	2	0	283	0	0	0	67	0	0	0	8	1	0	1	1	0	6	1	116	0	0	0	387	33	0	0	731	0	0	29	0	1	0	0	0	51	0	0	0
69-027-02	0	0	0	0	0	4	1	136	0	0	0	0	0	0	0	2	0	0	1	0	12727	0	0	57	165	0	0	0	0	26	0	0	1	0	0	0	0	0	0	8	126	13	155	144	387	15	0	0	33	0	0	9	0	0	1	48	0	0	0	0	0	0	0	135	101	0	735	0	26	1	0	1	1	1	104	4	0	0	0	0	1399	0	0	2	0	0	0	0	0	0	0	1	57	0	0	16	0	1074	447	0	394	0	0	0	0	0	0	0	0	2	0	0	0	0	0	328	2	0	5	0	0	2	38	1	0	0	0	7	0	0	24	0	0	0	77	0	2	0	2	0	0	4	0	0	6	2	10	0	1	0	1017	600	0	0	407	0	0	0	0	0	0	0	0	134	0	0	0
69-027-03	0	0	0	0	0	2	4	580	0	0	0	0	0	0	16	2	0	0	1	0	7838	0	0	172	161	0	0	0	0	33	0	0	0	0	0	0	0	0	0	18	1	0	93	262	7	15	0	0	35	0	0	0	0	0	0	23	0	0	0	0	0	0	0	188	829	0	453	0	96	0	0	2	1	0	3	6	0	0	0	0	1790	0	0	0	0	0	0	0	0	0	0	0	89	0	0	38	0	3506	1253	0	1987	0	0	0	0	0	0	22	1	0	0	0	0	0	0	136	0	0	2	0	0	0	13	2	0	0	0	10	2	0	40	7	0	0	90	0	0	0	8	0	0	0	0	0	14	3	15	0	5	0	252	55	0	0	594	0	0	0	0	0	0	0	0	453	0	0	0
69-027-04	0	0	2	0	5	29	56	344	0	0	0	0	0	0	4	7	0	0	0	0	6493	2	0	117	524	0	0	4	0	349	0	0	0	0	0	0	0	0	0	174	1318	348	96	165	596	99	16	0	100	0	0	2	0	0	1	79	0	1	0	0	0	0	0	336	333	1	770	0	195	0	0	15	11	6	29	7	0	0	0	0	2379	3	0	0	3	0	6	0	3	0	0	0	19	0	0	231	0	378	80	0	938	0	0	0	0	0	0	3	2	7	0	0	6	0	3	382	3	5	97	1	0	1	266	1	0	0	0	54	52	0	486	0	0	0	157	0	1	0	8	0	0	5	0	0	54	25	106	0	7	0	1114	41	0	0	1034	0	0	0	0	0	0	0	0	633	0	0	0
69-027-07	0	0	0	0	0	2	0	104	0	0	0	0	0	0	0	0	0	0	2	0	8842	0	0	17	599	0	0	0	0	61	0	0	2	0	0	0	0	0	0	20	20	19	213	317	1	82	0	0	252	0	0	0	0	0	0	106	0	0	0	0	0	0	0	234	864	0	1628	0	58	0	0	1	2	2	4	5	0	0	2	0	1939	0	0	0	0	0	1	0	2	0	0	0	17	0	0	11	0	1200	67	0	596	0	0	0	0	0	0	0	1	0	0	0	0	0	0	776	0	4	11	0	0	0	20	0	0	0	0	1	2	0	92	0	0	0	328	0	0	0	3	0	0	0	0	0	3	1	32	0	0	2	930	14	0	0	1535	0	0	0	0	0	1	0	0	181	0	0	0
69-027-08	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	13673	0	0	3	316	0	0	0	0	234	0	0	0	0	0	0	0	0	0	5	44	2	106	31	0	96	0	0	191	0	0	0	0	0	0	53	0	3	0	0	2	0	0	62	2	0	1070	0	50	0	0	0	0	0	0	3	0	0	0	0	1054	0	0	0	0	0	0	0	0	0	0	0	10	0	0	19	0	236	632	0	1030	0	0	0	0	0	0	0	2	0	0	0	0	0	0	731	0	0	22	0	0	0	7	0	0	0	0	2	0	0	2	0	0	0	210	0	0	0	46	0	0	7	0	0	0	0	65	0	0	0	256	15	0	0	742	0	0	0	0	0	0	2	0	154	0	0	0
69-027-09	0	0	0	0	0	4	2	19	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	1228	0	0	0	0	286	0	0	0	0	0	0	0	0	0	4	261	0	144	57	19	414	0	0	638	0	0	0	0	0	0	178	0	0	0	0	0	0	0	193	2	0	1525	0	42	0	0	0	2	0	0	0	0	0	4	0	4465	2	11	0	2	0	0	0	2	0	0	0	8	0	0	23	0	102	4	0	214	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3508	0	110	85	0	0	0	25	0	0	0	0	4	310	0	11	0	0	0	21	0	0	0	668	0	0	0	0	0	19	0	131	0	0	0	923	513	0	0	3718	0	0	0	0	0	0	0	0	121	0	0	0
69-027-11	0	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	0	0	0	0	10612	0	0	8	351	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	10	2	344	96	5	95	0	0	437	0	0	0	0	0	0	100	0	0	0	0	0	0	0	88	51	0	121	0	66	0	0	2	0	0	0	0	0	0	15	0	759	0	0	0	0	0	0	0	0	0	0	0	22	0	0	7	0	1150	249	0	4510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	5	0	0	0	7	0	0	0	0	2	17	0	7	0	0	0	586	0	0	0	7	0	0	2	0	0	2	0	12	0	0	0	131	0	0	0	769	0	0	0	0	0	0	3	0	56	0	0	0
69-027-12	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	14516	0	0	22	288	0	0	0	0	42	0	0	0	0	0	0	0	0	0	2	62	6	72	132	44	30	0	0	156	0	0	0	0	0	0	44	0	0	0	0	0	0	0	56	186	0	404	0	22	0	0	0	0	4	4	0	0	0	0	0	536	0	0	0	0	0	0	0	0	0	0	0	58	0	0	26	0	1303	562	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	492	0	0	0	16	0	0	0	2	0	4	0	8	0	0	0	174	2	0	0	912	0	0	0	0	0	0	0	0	62	0	0	0
69-027-2011	0	0	0	0	0	5	237	400	0	0	0	0	0	0	36	6	0	0	0	0	4642	0	0	0	2236	0	0	0	0	187	0	0	0	0	0	0	0	0	0	725	33	7	217	387	9	144	0	3	562	0	0	0	0	0	0	240	0	5	0	0	0	6	0	578	11	0	2276	0	157	0	0	3	1	0	0	17	0	0	0	0	3643	0	1	3	0	0	0	0	0	0	0	0	14	0	1	37	0	316	53	1	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	30	0	0	2	6	0	0	0	0	0	21	0	2	0	0	0	52	0	0	0	130	0	0	0	0	0	41	13	33	0	2	0	364	24	0	0	2622	0	0	0	0	0	0	0	0	294	0	0	0
69-027-2012	0	0	0	0	0	0	2	834	0	0	0	0	0	0	2	3	0	0	0	0	7699	0	0	39	538	0	0	0	0	312	0	0	0	0	0	0	0	0	0	826	149	0	246	137	82	49	0	0	165	0	0	0	0	0	0	26	0	2	0	0	0	0	0	152	94	0	3019	0	211	0	0	0	0	0	18	4	0	0	2	0	836	0	0	0	0	0	0	0	0	0	0	0	33	0	0	58	0	1409	314	0	1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	6	0	0	0	4	0	0	0	0	1	13	0	78	2	0	0	425	0	0	0	166	0	0	8	0	0	45	1	5	0	1	0	85	12	0	0	1295	0	0	0	0	6	0	0	0	397	0	0	0
69-027-2013	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	12022	0	0	14	329	0	0	0	0	90	0	0	1	0	0	0	0	0	0	42	17	5	109	114	0	79	0	0	98	0	0	0	0	0	0	60	0	1	0	0	0	0	0	49	54	0	542	0	261	0	0	0	1	0	1	6	0	0	4	0	1526	0	0	1	0	0	0	0	0	0	0	0	17	0	0	56	0	560	384	0	2459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	0	14	0	0	3	9	0	0	0	0	0	10	0	40	0	0	0	436	0	0	0	1	0	3	1	0	0	3	0	19	0	0	0	136	24	0	0	836	0	0	0	0	0	0	0	0	198	0	0	0
69-027-2014	0	0	0	0	0	4	1	429	0	0	0	0	0	0	3	5	0	0	1	0	7189	0	0	3	821	0	0	0	0	56	0	0	0	0	0	0	0	0	0	19	0	4	230	136	1	288	0	0	121	0	0	0	0	0	0	76	0	4	0	0	0	0	0	221	8	0	2636	0	167	0	0	0	3	0	0	1	0	0	8	0	1974	0	0	0	0	0	0	0	3	0	0	0	43	0	0	72	0	2021	475	0	1831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	16	0	0	0	9	0	0	0	0	0	0	0	13	1	0	0	118	0	0	1	29	0	0	4	0	0	29	10	62	0	0	0	199	24	0	0	1474	0	0	0	0	0	0	0	0	318	0	0	0
69-027-2015	0	0	0	0	0	7	60	191	0	0	0	0	0	0	0	0	0	0	0	0	12384	3	0	31	883	0	0	0	0	51	0	0	0	0	0	0	0	0	0	9	90	3	134	160	4	424	0	1	142	0	0	0	0	0	0	141	0	0	0	0	0	0	0	119	91	0	369	0	27	0	0	0	3	0	4	0	0	0	0	0	1389	1	0	0	3	0	0	0	0	0	0	0	19	0	1	12	1	620	124	0	1788	0	0	0	0	0	0	0	1	0	0	0	0	0	0	126	0	1	27	0	0	0	9	0	0	0	0	3	0	0	5	0	0	0	183	0	0	0	12	0	0	5	0	0	9	0	52	0	0	0	435	5	0	0	1001	0	0	0	0	0	0	0	0	60	0	0	0
69-027-2022	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	1	0	0	0	0	4589	0	0	5	699	0	0	0	0	184	0	0	0	0	0	0	0	0	0	1	0	1	190	35	0	306	0	0	335	0	0	0	0	0	0	90	0	0	0	0	0	0	0	211	5	0	1083	0	53	0	0	0	1	0	10	1	0	0	0	0	3722	0	0	0	0	0	0	0	0	0	0	0	18	0	0	22	0	387	336	0	4352	0	0	0	0	0	1	0	1	0	0	0	0	0	0	321	0	0	50	0	0	6	1	7	0	0	0	2	0	0	33	0	0	0	220	0	0	0	149	0	0	22	0	0	1	0	48	0	0	0	325	33	0	0	2876	0	0	0	0	16	0	0	0	110	0	0	0
69-027-2023	0	0	0	0	0	3	1	996	0	0	0	0	0	0	0	0	0	0	0	0	13542	0	0	18	185	0	0	0	0	34	0	0	0	0	0	0	0	0	0	33	106	3	64	70	0	57	0	0	67	0	0	0	0	0	0	27	0	3	0	0	0	0	0	84	21	0	1254	0	18	0	0	0	0	0	0	1	0	0	1	0	667	0	0	0	0	0	0	0	0	0	0	0	43	0	0	63	0	564	1009	0	952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	1	25	0	0	0	1	4	0	0	0	0	30	0	0	6	0	0	31	0	0	0	25	0	0	7	0	0	37	6	28	0	3	0	122	222	0	0	428	0	0	0	0	1	0	0	0	122	0	0	0
69-028-1023	0	0	0	0	0	5	55	5308	0	0	0	0	0	0	0	2	0	0	0	0	2947	0	0	0	243	0	0	0	0	10	25	0	0	0	0	0	0	0	0	30	22	2	37	2	20	35	0	12	131	0	0	0	0	10	0	67	0	0	0	0	2	0	0	811	0	141	650	0	17	0	0	0	0	0	0	2	10	0	0	0	1744	2	0	0	0	0	0	0	40	0	0	0	77	0	0	1225	10	553	35	10	79	0	0	0	0	5	40	0	2	0	0	7	0	0	0	17	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1406	285	0	0	2	0	1952	7	27	0	0	0	7	82	0	0	833	0	0	0	0	0	0	0	0	1942	0	0	0
69-028-1024	0	0	0	0	0	0	103	5873	0	0	0	0	0	0	2	2	0	0	0	0	3984	0	0	0	228	0	0	0	0	15	26	0	0	0	0	0	0	0	4	42	31	0	22	0	9	15	0	2	61	0	0	0	0	29	0	57	0	0	0	0	0	0	0	512	0	136	466	0	31	0	0	0	0	0	0	0	9	0	2	0	1487	0	0	0	0	0	0	0	26	0	0	0	70	0	0	1138	33	799	70	11	77	0	0	0	0	0	7	0	9	0	0	18	0	0	0	42	0	94	0	0	0	0	4	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	1061	239	0	0	0	0	1140	2	22	0	0	0	2	145	0	0	593	0	0	0	0	0	0	0	0	2464	0	0	0
69-028-1025	0	0	0	0	0	1	2	2508	0	0	0	0	0	0	4	0	0	0	0	0	3673	0	0	3	198	0	0	0	0	26	45	0	0	0	0	0	0	0	2	60	26	0	16	5	37	27	0	0	132	0	0	0	0	18	0	38	0	0	0	0	0	0	0	115	0	44	1352	0	10	0	0	0	3	0	0	0	1	0	1	0	981	0	0	0	0	0	0	0	8	0	0	0	53	0	0	867	8	521	106	5	265	0	0	2	0	0	24	0	0	0	0	10	1	0	0	135	0	233	0	0	0	0	1	10	0	0	0	1	10	0	3	0	0	0	0	0	0	0	1083	297	0	0	3	0	4458	2	8	0	0	0	7	60	0	0	1769	0	0	0	0	0	0	2	0	1944	0	0	0
69-028-1025_2	0	0	0	0	0	0	61	3676	0	0	0	0	0	0	2	1	0	0	0	0	4669	0	0	1	149	0	0	1	0	16	51	0	0	0	0	0	0	0	2	68	16	0	64	2	3	27	0	12	153	0	0	0	1	16	0	63	0	1	0	0	0	0	0	327	1	42	591	0	11	0	0	0	1	0	0	2	2	0	0	0	1262	0	0	0	0	0	0	0	10	0	0	0	32	0	1	809	7	420	190	1	140	0	0	0	0	0	33	0	2	0	0	8	0	0	0	68	0	157	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	1329	192	0	0	3	0	4300	1	10	0	0	0	9	62	0	0	1081	0	0	0	0	0	0	0	0	1065	0	0	0
69-028-2012	0	0	0	0	0	0	10	7718	0	0	0	0	0	0	0	0	0	0	0	0	1687	0	0	2	85	0	0	0	0	2	27	0	0	0	0	0	0	0	4	64	6	0	17	4	12	19	0	0	19	0	0	0	0	14	0	19	0	2	0	0	0	0	0	33	2	62	700	0	17	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	2	0	0	0	52	0	0	1289	39	659	43	0	58	0	0	0	0	0	21	0	0	0	0	6	0	0	0	8	0	23	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	568	258	0	0	0	0	6088	0	4	0	0	0	0	17	0	0	370	0	0	0	0	0	0	0	0	1076	0	0	0
69-028-2013	0	0	0	0	0	0	6	4954	0	0	0	0	0	0	6	2	0	0	0	0	2989	0	0	0	104	0	0	0	0	16	26	0	2	0	0	0	0	0	4	6	0	0	12	0	4	14	0	0	42	0	0	0	2	10	0	32	0	0	0	0	0	0	0	54	4	62	960	0	4	0	0	0	0	0	0	0	0	0	0	0	777	0	0	0	0	0	0	0	6	0	0	0	60	0	0	879	6	403	82	2	301	0	0	0	0	0	32	0	0	0	0	8	0	0	0	54	0	50	0	0	0	0	6	4	0	0	0	0	4	0	10	0	0	0	0	0	0	0	903	233	0	0	2	0	4404	2	0	0	4	0	0	128	0	0	2278	0	0	0	0	0	0	0	0	1279	0	0	0
69-028-2014	0	0	0	0	0	0	0	3994	0	0	0	0	0	0	7	11	0	0	0	0	1726	0	0	0	246	0	0	0	0	7	23	0	0	0	0	0	0	0	0	18	9	0	11	2	50	46	0	0	55	0	0	2	0	14	0	39	0	2	0	0	0	0	0	55	0	112	1174	0	5	0	0	0	0	0	0	0	0	0	0	0	1028	0	0	0	0	0	0	0	2	0	0	0	30	0	0	636	16	164	80	2	105	0	0	0	0	0	23	0	2	0	0	0	0	0	0	905	0	68	0	0	0	0	2	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	834	226	0	0	0	0	6390	7	11	0	0	0	0	23	0	0	1997	0	0	0	0	0	0	0	0	1060	0	0	0
69-028-2015	0	0	0	0	0	0	149	4016	0	0	3	0	0	0	9	0	0	0	0	0	6726	0	3	0	1095	0	0	0	0	9	0	0	0	0	0	0	0	0	0	501	0	9	12	28	0	68	0	0	65	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	675	0	3	0	0	0	0	0	0	0	0	0	0	0	2355	0	0	0	0	0	0	0	0	0	0	0	68	0	0	1257	0	417	0	0	44	0	0	0	3	0	538	0	6	0	0	6	0	0	0	423	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535	0	0	0	0	0	28	0	9	0	0	0	199	37	0	0	663	0	0	0	0	0	0	0	0	1157	0	0	0
