"","KitID","SampleID","Date","Barcodes","SampleType"
"1311","UBMkid594104892","70-1001-2013","10/24/14","NA0009404808","Mouth"
"1312","UBMkid595128807","69-026-2045","8/2/16","NA0008941284","Skin"
"1313","UBMkid595128899","69-091-02","8/4/15","NA0008899190","Skin"
"1314","UBMkid596128035","69-023-14","6/19/17","NA0008948333","Skin"
"1315","UBMkid596128631","sw1_b","4/2/17","NA0008933012","Skin"
"1316","UBMkid597105159","69-055-02","10/14/14","NA0008353002","Mouth"
"1317","UBMkid597128272","69-021-2012","10/15/14","NA0008933882","Skin"
"1318","UBMkid598104626","69-095-04","11/5/15","NA0009404784","Mouth"
"1319","UBMkid598129039","69-023-6035","7/27/15","NA0008933614","Skin"
"1320","UBMkid599129311","69-047-3011","9/30/14","NA0011525397","Skin"
"1321","UBMkid599819390","69-074-11","7/16/18","NA0014756779","Skin"
"1322","UBMkid600104662","69-097-02","11/5/15","NA0009404823","Mouth"
"1323","UBMkid601104973","69-045-02","5/23/14","NA0008362562","Mouth"
"1324","UBMkid601127794","69-086-09","10/14/15","NA0008947976","Skin"
"1325","UBMkid601128569","70-1005-6021","7/11/16","NA0008941310","Skin"
"1326","UBMkid601129262","70-1012-1015","4/22/15","NA0008933308","Skin"
"1327","UBMkid601819687","69-035-17","5/23/18","NA0014756787","Skin"
"1328","UBMkid602105535","69-069-07","11/3/16","NA0008933590","Mouth"
"1329","UBMkid602128572","sr1_p","3/27/18","NA0008948139","Skin"
"1330","UBMkid603128659","69-001-7031","5/5/16","NA0008941315","Skin"
"1331","UBMkid603819222","69-001","4/24/14","NA0014756794","Skin"
"1332","UBMkid603819930","69-109-7013","9/16/16","NA0014756764","Skin"
"1333","UBMkid604105573","69-055-06","8/31/16","NA0008944132","Mouth"
"1334","UBMkid604128248","69-040-2014","10/14/14","NA0008933350","Skin"
"1335","UBMkid605104818","69-055-04","5/28/15","NA0009404787","Mouth"
"1336","UBMkid605128036","69-043-2025","10/20/15","NA0008948532","Skin"
"1337","UBMkid605128091","70-1015-2012","10/3/14","NA0008933351","Skin"
"1338","UBMkid605819348","69-125-05","2/9/18","NA0014756776","Skin"
"1339","UBMkid606127816","69-064-6014","4/23/15","NA0008948348","Skin"
"1340","UBMkid606127896","69-001-6045","11/6/15","NA0008948206","Skin"
"1341","UBMkid606128261","69-080-03","11/13/15","NA0008933324","Skin"
"1342","UBMkid606128969","69-107-6023","3/28/16","NA0008933624","Skin"
"1343","UBMkid607128022","69-039-03","6/24/14","NA0008948543","Skin"
"1344","UBMkid607128045","70-1001-2011","10/20/14","NA0008933922","Skin"
"1345","UBMkid607128218","69-058-07","1/6/16","NA0008933401","Skin"
"1346","UBMkid607128285","70-1012-07","11/4/14","NA0008941891","Skin"
"1347","UBMkid607128944","70-1004-14","2/8/16","NA0008331021","Skin"
"1348","UBMkid607129380","69-023-6015","2/16/15","NA0011525381","Skin"
"1349","UBMkid608105047","70-1015-01","11/25/13","NA0008362559","Mouth"
"1350","UBMkid608105120","69-043-2025","10/20/15","NA0008362522","Mouth"
"1351","UBMkid609107563","69-100-6016","10/22/15","NA0009878177","Mouth"
"1352","UBMkid609129037","69-079-1014","3/20/15","NA0008933611","Skin"
"1353","UBMkid610107447","70-1015-04","7/2/14","NA0008352311","Mouth"
"1354","UBMkid611104602","69-073-06","11/19/15","NA0009404813","Mouth"
"1355","UBMkid611104780","69-057-06","10/7/15","NA0009404803","Mouth"
"1356","UBMkid611104907","70-1012-05","4/2/14","NA0008362557","Mouth"
"1357","UBMkid611105097","69-028-6014","4/23/15","NA0008332890","Mouth"
"1358","UBMkid611128023","69-026-2052","12/2/16","NA0008948522","Skin"
"1359","UBMkid611129079","70-1006-12","9/15/15","NA0008933635","Skin"
"1360","UBMkid611129363","70-1012-1013","3/18/15","NA0008898269","Skin"
"1361","UBMkid611819216","69-123-1013","1/12/18","NA0014756770","Skin"
"1362","UBMkid612128116","69-081-04","1/19/16","NA0008933924","Skin"
"1363","UBMkid612128897","69-115-01","9/11/15","NA0008933615","Skin"
"1364","UBMkid613105191","70-1006-06","3/10/14","NA0008328980","Mouth"
"1365","UBMkid613105691","69-111-6026","2/19/16","NA0008948888","Mouth"
"1366","UBMkid613127797","69-026-2054","12/20/16","NA0008948216","Skin"
"1367","UBMkid613129332","69-023-6014","2/12/15","NA0011525405","Skin"
"1368","UBMkid614128766","69-090-05","5/4/16","NA0008941280","Skin"
"1369","UBMkid614819546","69-109-7015","9/21/16","NA0014756753","Skin"
"1370","UBMkid615105592","69-001-1043","7/8/16","NA0011531046","Mouth"
"1371","UBMkid616105539","69-043-8024","4/11/16","NA0008944139","Mouth"
"1372","UBMkid616105597","69-090-1014","7/19/16","NA0011531043","Mouth"
"1373","UBMkid616128854","69-074-6032","7/23/15","NA0008899158","Skin"
"1374","UBMkid617107367","69-118-01","10/23/15","NA0009878187","Mouth"
"1375","UBMkid617128957","69-077-02","3/18/15","NA0008331015","Skin"
"1376","UBMkid618104885","70-1008-2022","11/13/15","NA0009404829","Mouth"
"1377","UBMkid618105543","69-123-6034","5/9/16","NA0008944121","Mouth"
"1378","UBMkid619104870","70-1008-11","10/30/15","NA0009404790","Mouth"
"1379","UBMkid620104750","69-113-03","11/16/15","NA0009404792","Mouth"
"1380","UBMkid620129033","69-053-6014","8/4/15","NA0008331003","Skin"
"1381","UBMkid621104764","70-1008-2011","11/5/14","NA0009404785","Mouth"
"1382","UBMkid621104984","70-1005-1012","3/27/14","NA0008328989","Mouth"
"1383","UBMkid621105507","69-063-10","7/12/16","NA0008948887","Mouth"
"1384","UBMkid621128096","69-074-2014","11/10/15","NA0008933891","Skin"
"1385","UBMkid621128185","69-121-01","1/12/16","NA0008933908","Skin"
"1386","UBMkid621128754","69-113-04","5/27/16","NA0008941286","Skin"
"1387","UBMkid622104693","69-056-05","11/4/15","NA0009404797","Mouth"
"1388","UBMkid622104722","70-1015-6032","10/12/15","NA0009404826","Mouth"
"1389","UBMkid623104759","69-023-6035","7/27/15","NA0009404721","Mouth"
"1390","UBMkid623128709","69-087-04","5/12/16","NA0008948162","Skin"
"1391","UBMkid623128921","70-1010-2014","11/20/15","NA0008933634","Skin"
"1392","UBMkid624105679","69-122-1012","4/5/16","NA0008944119","Mouth"
"1393","UBMkid624107405","69-066-05","10/13/15","NA0008352301","Mouth"
"1394","UBMkid624128804","69-079-05","5/31/16","NA0008941283","Skin"
"1395","UBMkid624129187","70-1012-08","2/18/15","NA0008898263","Skin"
"1396","UBMkid624819405","69-080-09","3/21/18","NA0014756783","Skin"
"1397","UBMkid625104784","70-1015-2013","10/6/14","NA0009404734","Mouth"
"1398","UBMkid625104961","69-041-4013","7/1/14","NA0008328984","Mouth"
"1399","UBMkid625128911","69-100-6026","3/25/16","NA0008331012","Skin"
"1400","UBMkid626104596","69-043-07","9/11/15","NA0009404705","Mouth"
"1401","UBMkid626127817","69-066-05","9/7/17","NA0008948335","Skin"
"1402","UBMkid626127977","69-123-5024","10/6/17","NA0008948377","Skin"
"1403","UBMkid626129250","70-1002-10","4/8/15","NA0011525385","Skin"
"1404","UBMkid627104934","69-036-09","10/13/15","NA0008328982","Mouth"
"1405","UBMkid627128728","70-1001-15","5/9/16","NA0008948152","Skin"
"1406","UBMkid627129114","69-001-7026","3/25/16","NA0008899167","Skin"
"1407","UBMkid627129433","69-035-09","7/1/15","NA0008933330","Skin"
"1408","UBMkid627819264","69-063-2011","3/16/18","NA0014756785","Skin"
"1409","UBMkid628105149","69-027-2022","10/15/14","NA0008328987","Mouth"
"1410","UBMkid629105096","69-103-02","10/28/15","NA0008328983","Mouth"
"1411","UBMkid629128221","69-035-11","1/21/16","NA0008933893","Skin"
"1412","UBMkid630105020","69-078-03","10/21/15","NA0008328966","Mouth"
"1413","UBMkid630129064","69-065-03","3/19/15","NA0008933616","Skin"
"1414","UBMkid631107322","70-1015-03","3/31/14","NA0009878201","Mouth"
"1415","UBMkid631129136","69-080-01","3/18/15","NA0008933640","Skin"
"1416","UBMkid631819762","69-123-1015","2/9/18","NA0014756769","Skin"
"1417","UBMkid633105090","69-040-07","10/26/15","NA0008328968","Mouth"
"1418","UBMkid633105595","69-063-09","4/12/16","NA0008944112","Mouth"
"1419","UBMkid633105743","70-1001-2031","10/26/16","NA0011531041","Mouth"
"1420","UBMkid633127812","69-123-5023","9/11/17","NA0008898315","Skin"
"1421","UBMkid633819717","69-032-1062","12/14/17","NA0014756792","Skin"
"1422","UBMkid634105596","69-069-6036","6/1/16","NA0008944144","Mouth"
"1423","UBMkid635104807","70-1011-09","7/15/15","NA0009404728","Mouth"
"1424","UBMkid635128906","70-1005-11","5/13/15","NA0008933637","Skin"
"1425","UBMkid635129259","69-001-1022","6/19/15","NA0011525370","Skin"
"1426","UBMkid635129394","70-1006-11","4/30/15","NA0011525378","Skin"
"1427","UBMkid635819339","69-001-1054","2/28/18","NA0014756777","Skin"
"1428","UBMkid636104714","70-1005-09","10/30/14","NA0009404710","Mouth"
"1429","UBMkid636127788","69-026-1035","6/15/17","NA0008948534","Skin"
"1430","UBMkid637104897","70-1004-1012","11/6/13","NA0008329010","Mouth"
"1431","UBMkid638104679","69-080-03","11/13/15","NA0009404699","Mouth"
"1432","UBMkid639104739","69-074-2014","11/10/15","NA0009404701","Mouth"
"1433","UBMkid640104865","69-053-6014","8/4/15","NA0008362401","Mouth"
"1434","UBMkid640104913","69-123-3012","3/16/16","NA0008328995","Mouth"
"1435","UBMkid640127927","69-043-02","7/2/14","NA0008948359","Skin"
"1436","UBMkid640129072","69-109-01","8/6/15","NA0008933625","Skin"
"1437","UBMkid641105186","69-086-1023","4/21/15","NA0008328992","Mouth"
"1438","UBMkid642104622","69-028-6024","6/22/15","NA0008362405","Mouth"
"1439","UBMkid642127967","69-077-08","11/30/16","NA0008948204","Skin"
"1440","UBMkid642128997","69-069-6013","8/10/15","NA0008933607","Skin"
"1441","UBMkid642129391","69-069-1025","6/24/15","NA0011525380","Skin"
"1442","UBMkid644129383","70-1015-07","4/13/15","NA0008933327","Skin"
"1443","UBMkid644819183","69-099-06","7/16/18","NA0014756789","Skin"
"1444","UBMkid645105067","70-1001-06","10/21/13","NA0008328997","Mouth"
"1445","UBMkid645107433","70-1008-1013","1/8/14","NA0008352294","Mouth"
"1446","UBMkid645128262","69-046-2011","10/20/14","NA0008933910","Skin"
"1447","UBMkid645128315","69-055-2013","11/12/15","NA0008941883","Skin"
"1448","UBMkid645129367","69-069-1024","6/10/15","NA0011525411","Skin"
"1449","UBMkid645819777","69-109-7016","9/23/16","NA0014756766","Skin"
"1450","UBMkid646107521","69-026-2034","10/23/15","NA0008352335","Mouth"
"1451","UBMkid646129016","70-1006-2011","12/16/15","NA0008933633","Skin"
"1452","UBMkid646129410","69-064-6025","7/13/15","NA0011525410","Skin"
"1453","UBMkid647104789","69-100-6026","3/25/16","NA0008362387","Mouth"
"1454","UBMkid647129320","69-074-6014","2/26/15","NA0008933326","Skin"
"1455","UBMkid647819693","69-100-5011","1/22/18","NA0014723260","Skin"
"1456","UBMkid649105162","70-1012-2013","12/20/13","NA0008328974","Mouth"
"1457","UBMkid649128016","69-120-05","9/6/17","NA0008898554","Skin"
"1458","UBMkid650105656","69-074-07","6/9/16","NA0008948866","Mouth"
"1459","UBMkid651105244","70-1003-15","8/5/16","NA0008948869","Mouth"
"1460","UBMkid651128129","69-057-07","1/6/16","NA0008933901","Skin"
"1461","UBMkid652104940","69-021-4011","6/26/14","NA0008328994","Mouth"
"1462","UBMkid652105676","69-043-09","2/12/16","NA0008944148","Mouth"
"1463","UBMkid652128160","69-001-6026","3/17/16","NA0008933900","Skin"
"1464","UBMkid653105737","69-095-05","2/19/16","NA0008944136","Mouth"
"1465","UBMkid653128627","69-047-08","8/11/16","NA0008948185","Skin"
"1466","UBMkid653128863","70-1011-09","7/15/15","NA0008331017","Skin"
"1467","UBMkid654104732","69-023-6014","2/12/15","NA0008362418","Mouth"
"1468","UBMkid654127885","69-053-2025","10/27/15","NA0008898559","Skin"
"1469","UBMkid654129040","69-105-02","9/15/15","NA0008933628","Skin"
"1470","UBMkid655107517","69-037-10","10/22/15","NA0009878188","Mouth"
"1471","UBMkid655127776","69-130-8015","9/19/17","NA0008948208","Skin"
"1472","UBMkid655128114","69-053-6026","3/17/16","NA0008941861","Skin"
"1473","UBMkid655128144","69-114-03","1/27/16","NA0008933913","Skin"
"1474","UBMkid655128575","sr1_b","3/27/18","NA0008941318","Skin"
"1475","UBMkid655129047","69-028-4015","3/20/15","NA0008899194","Skin"
"1476","UBMkid656104954","69-001-6045","11/6/15","NA0008328996","Mouth"
"1477","UBMkid656129034","70-1012-11","12/14/15","NA0008933630","Skin"
"1478","UBMkid656129313","70-1003-11","4/27/15","NA0008898245","Skin"
"1479","UBMkid656129404","69-064-6024","7/9/15","NA0011525384","Skin"
"1480","UBMkid657107457","69-043-02","7/2/14","NA0009878193","Mouth"
"1481","UBMkid657128230","69-026-4011","3/18/16","NA0008941855","Skin"
"1482","UBMkid657128695","69-043-10","5/11/16","NA0008941281","Skin"
"1483","UBMkid657128869","70-1012-09","6/16/15","NA0008331025","Skin"
"1484","UBMkid658128018","69-118-05","8/24/17","NA0008948200","Skin"
"1485","UBMkid659105329","69-114-6026","4/14/16","NA0011531078","Mouth"
"1486","UBMkid659128015","69-056-01","7/9/14","NA0008948194","Skin"
"1487","UBMkid659129278","69-105-01","7/17/15","NA0008898272","Skin"
"1488","UBMkid660105499","69-110-03","5/17/16","NA0008944135","Mouth"
"1489","UBMkid660105586","69-080-06","9/9/16","NA0011531066","Mouth"
"1490","UBMkid660128070","70-1015-2014","10/9/14","NA0008933919","Skin"
"1491","UBMkid660128177","69-107-6021_1","3/14/16","NA0008941852","Skin"
"1492","UBMkid660128306","69-026-4012","3/21/16","NA0008933907","Skin"
"1493","UBMkid660129185","69-060-04","6/9/15","NA0011525369","Skin"
"1494","UBMkid661104989","69-026-4012","3/21/16","NA0008352979","Mouth"
"1495","UBMkid661128546","69-123-6016","5/23/16","NA0008941314","Skin"
"1496","UBMkid661129419","69-048-06","6/10/15","NA0008898266","Skin"
"1497","UBMkid662104847","69-079-1012","3/2/15","NA0008362393","Mouth"
"1498","UBMkid662819147","69-055-07","11/20/17","NA0014723253","Skin"
"1499","UBMkid663104728","69-079-02","7/6/15","NA0008362398","Mouth"
"1500","UBMkid663104894","69-063-05","7/15/15","NA0008362386","Mouth"
"1501","UBMkid663105275","69-111-03","5/26/16","NA0010622533","Mouth"
"1502","UBMkid663129071","69-069-6012","8/3/15","NA0008899163","Skin"
"1503","UBMkid663819138","69-033-09","4/26/18","NA0014723277","Skin"
"1504","UBMkid663819903","69-001","11/3/14","NA0014723274","Skin"
"1505","UBMkid664128258","70-1005-09","10/30/14","NA0008933883","Skin"
"1506","UBMkid664128662","69-001-7039","7/29/16","NA0008941306","Skin"
"1507","UBMkid664128778","70-1005-6015","5/13/16","NA0008948148","Skin"
"1508","UBMkid665105530","69-116-03","5/27/16","NA0008948879","Mouth"
"1509","UBMkid665105735","69-123-6033","9/9/16","NA0008944125","Mouth"
"1510","UBMkid665129208","69-012-1011","2/20/15","NA0008933342","Skin"
"1511","UBMkid665819483","70-1006-16","1/12/18","NA0014723285","Skin"
"1512","UBMkid666105357","69-010-07","7/11/16","NA0011531068","Mouth"
"1513","UBMkid666129108","69-053-6015","8/7/15","NA0008899174","Skin"
"1514","UBMkid667128672","70-1005-6023","7/25/16","NA0008932985","Skin"
"1515","UBMkid667128674","69-034-11","5/25/16","NA0008941316","Skin"
"1516","UBMkid667128892","69-074-6034","8/7/15","NA0008933617","Skin"
"1517","UBMkid667129214","69-064-6024","6/25/15","NA0011525373","Skin"
"1518","UBMkid668104681","69-091-02","8/4/15","NA0008362374","Mouth"
"1519","UBMkid668128693","69-036-11","5/24/16","NA0008948172","Skin"
"1520","UBMkid668128743","69-112-03","5/2/16","NA0008941294","Skin"
"1521","UBMkid668129115","70-1001-12","5/7/15","NA0008933620","Skin"
"1522","UBMkid669104615","69-099-02","9/16/15","NA0008362375","Mouth"
"1523","UBMkid670105017","69-066-03","1/21/16","NA0008362527","Mouth"
"1524","UBMkid670105536","70-1010-6012","5/17/16","NA0008948883","Mouth"
"1525","UBMkid670105732","69-104-6026","3/4/16","NA0011531081","Mouth"
"1526","UBMkid670128938","69-114-6023","3/28/16","NA0008933595","Skin"
"1527","UBMkid670129144","70-1015-6026","7/9/15","NA0008331026","Skin"
"1528","UBMkid671105617","70-1004-15","8/22/16","NA0008948862","Mouth"
"1529","UBMkid672128610","69-026-2041","6/29/16","NA0008941296","Skin"
"1530","UBMkid673105266","69-123-6011","4/18/16","NA0008948878","Mouth"
"1531","UBMkid673128605","69-069-6036","6/1/16","NA0008948153","Skin"
"1532","UBMkid674105145","69-001-6035","4/24/15","NA0008352986","Mouth"
"1533","UBMkid674105752","69-037-12","4/26/16","NA0011525443","Mouth"
"1534","UBMkid675105282","69-026-4015","4/22/16","NA0008948885","Mouth"
"1535","UBMkid675128951","70-1008-2023","11/16/15","NA0008899185","Skin"
"1536","UBMkid675129142","70-1002-2015","12/1/15","NA0008899178","Skin"
"1537","UBMkid675129190","69-081-02","6/15/15","NA0011525372","Skin"
"1538","UBMkid676819630","69-090-1054","4/13/18","NA0014723264","Skin"
"1539","UBMkid677128724","69-040-08","7/18/16","NA0008941299","Skin"
"1540","UBMkid677128980","69-040-06","8/14/15","NA0008331023","Skin"
"1541","UBMkid677128992","70-1015-6022","6/15/15","NA0008899176","Skin"
"1542","UBMkid678105150","69-001-6032","4/7/15","NA0008352984","Mouth"
"1543","UBMkid678105412","69-001-7023","3/3/16","NA0011531040","Mouth"
"1544","UBMkid678105563","69-104-6025","2/26/16","NA0011525430","Mouth"
"1545","UBMkid678128196","69-046-07","11/13/15","NA0008933899","Skin"
"1546","UBMkid678128598","69-023-07","5/27/16","NA0008941312","Skin"
"1547","UBMkid678128702","69-081-05","4/27/16","NA0008941300","Skin"
"1548","UBMkid678128885","69-053-8011","3/29/16","NA0008899202","Skin"
"1549","UBMkid679107592","70-1005-05","11/20/13","NA0009878168","Mouth"
"1550","UBMkid679128159","69-036-10","1/21/16","NA0008933925","Skin"
"1551","UBMkid679128328","70-1008-2021","11/12/15","NA0008933885","Skin"
"1552","UBMkid679819156","69-036-16","5/23/18","NA0014723293","Skin"
"1553","UBMkid680105715","70-1010-6011","5/10/16","NA0008944128","Mouth"
"1554","UBMkid681104608","69-043-08","12/16/15","NA0008343761","Mouth"
"1555","UBMkid681105513","69-035-13","8/17/16","NA0011525455","Mouth"
"1556","UBMkid681105562","69-113-03","2/18/16","NA0008944113","Mouth"
"1557","UBMkid681819333","69-090-1053","3/30/18","NA0014756765","Skin"
"1558","UBMkid682105465","69-037-14","11/18/16","NA0011531067","Mouth"
"1559","UBMkid682129398","70-1010-08","4/27/15","NA0008898265","Skin"
"1560","UBMkid683107459","70-1014-02","7/2/14","NA0009878158","Mouth"
"1561","UBMkid683107559","70-1011-04","12/16/13","NA0009878166","Mouth"
"1562","UBMkid683127786","69-064-6036","10/15/15","NA0008948347","Skin"
"1563","UBMkid683128278","69-045-03","10/21/14","NA0008933914","Skin"
"1564","UBMkid684128986","70-1006-1025","1/19/16","NA0008933622","Skin"
"1565","UBMkid684819945","69-063-2014","4/5/18","NA0014756775","Skin"
"1566","UBMkid685105649","69-073-09","8/23/16","NA0008944109","Mouth"
"1567","UBMkid685127763","69-086-06","10/16/17","NA0008948195","Skin"
"1568","UBMkid685127993","69-034-14","9/29/17","NA0008948342","Skin"
"1569","UBMkid685128056","69-100-6024","3/15/16","NA0008933897","Skin"
"1570","UBMkid685128294","69-052-07","1/12/16","NA0008933314","Skin"
"1571","UBMkid685819363","69-130-02","10/27/17","NA0014723297","Skin"
"1572","UBMkid687105477","69-123-3014","4/7/16","NA0008948895","Mouth"
"1573","UBMkid687105574","69-122-1013","4/8/16","NA0008944114","Mouth"
"1574","UBMkid687105624","69-104-6023","2/16/16","NA0011525442","Mouth"
"1575","UBMkid687107444","69-040-02","6/6/14","NA0009878176","Mouth"
"1576","UBMkid687128295","69-026-2014","10/9/14","NA0008933311","Skin"
"1577","UBMkid687129049","69-085-02","8/6/15","NA0008933608","Skin"
"1578","UBMkid688105325","69-123-6035","5/12/16","NA0008948905","Mouth"
"1579","UBMkid688819132","69-001","11/26/13","NA0014723295","Skin"
"1580","UBMkid689128652","69-104-6031","7/20/16","NA0008932989","Skin"
"1581","UBMkid689819426","69-122-06","4/20/18","NA0014723289","Skin"
"1582","UBMkid690105040","69-055-01","6/6/14","NA0008362534","Mouth"
"1583","UBMkid690128043","69-046-11","10/16/17","NA0008898564","Skin"
"1584","UBMkid690129425","69-028-6025","6/26/15","NA0008898251","Skin"
"1585","UBMkid691104935","70-1001-07","1/29/14","NA0008362554","Mouth"
"1586","UBMkid691104942","69-074-LTFA.2","3/14/16","NA0008362536","Mouth"
"1587","UBMkid691128690","69-010-07","7/11/16","NA0008948140","Skin"
"1588","UBMkid691128700","69-026-2043","7/5/16","NA0008941303","Skin"
"1589","UBMkid691129312","69-041-1014","2/19/15","NA0008933343","Skin"
"1590","UBMkid692129309","69-023-6016","2/23/15","NA0008933339","Skin"
"1591","UBMkid693105585","69-100-6021","2/22/16","NA0008944108","Mouth"
"1592","UBMkid693105632","69-012-11","10/21/16","NA0008944152","Mouth"
"1593","UBMkid693128189","70-1001-2012","10/22/14","NA0008933313","Skin"
"1594","UBMkid693128245","69-027-2022","10/15/14","NA0008933317","Skin"
"1595","UBMkid693819288","69-037-17","4/20/18","NA0014723269","Skin"
"1596","UBMkid694128954","69-048-07","9/2/15","NA0008933601","Skin"
"1597","UBMkid696128282","69-053-6025","3/10/16","NA0008933912","Skin"
"1598","UBMkid696129202","70-1012-1011","3/12/15","NA0008898250","Skin"
"1599","UBMkid697127749","69-036-14","6/22/17","NA0008948372","Skin"
"1600","UBMkid698105013","69-064-6036","10/15/15","NA0008328978","Mouth"
"1601","UBMkid698127579","70-1005-6035","11/17/16","NA0008943470","Mouth"
"1602","UBMkid698127700","70-1001-2034","11/4/16","NA0010623009","Mouth"
"1603","UBMkid698128086","69-068-06","1/27/16","NA0008941851","Skin"
"1604","UBMkid699129066","69-107-01","9/9/15","NA0008933606","Skin"
"1605","UBMkid700129242","69-028-6021","6/1/15","NA0011525400","Skin"
"1606","UBMkid700129430","69-074-6013","2/19/15","NA0011525366","Skin"
"1607","UBMkid701105025","70-1015-6015","4/30/15","NA0008333218","Mouth"
"1608","UBMkid701105699","70-1005-6021","7/11/16","NA0008944122","Mouth"
"1609","UBMkid701127603","69-109-1023","2/19/16","NA0008943445","Mouth"
"1610","UBMkid701128597","70-1006-14","5/9/16","NA0008948158","Skin"
"1611","UBMkid701128679","70-1003-15","8/5/16","NA0008941282","Skin"
"1612","UBMkid701128753","69-026-2044","7/19/16","NA0008948178","Skin"
"1613","UBMkid701128872","69-001-4022","7/29/15","NA0008933632","Skin"
"1614","UBMkid701129269","70-1008-09","2/20/15","NA0011525396","Skin"
"1615","UBMkid701819468","69-001","11/18/14","NA0014723250","Skin"
"1616","UBMkid702105230","70-1005-6024","8/1/16","NA0008948876","Mouth"
"1617","UBMkid702105388","69-026-2043","7/5/16","NA0008948872","Mouth"
"1618","UBMkid702128851","69-027-08","8/6/15","NA0008933631","Skin"
"1619","UBMkid702129139","69-076-01","2/25/15","NA0008331019","Skin"
"1620","UBMkid702129365","70-1001-11","2/12/15","NA0011525403","Skin"
"1621","UBMkid703105132","69-061-01","9/17/14","NA0008333207","Mouth"
"1622","UBMkid703128108","69-100-6025","3/18/16","NA0008933890","Skin"
"1623","UBMkid703128623","69-023-11","8/4/16","NA0008948146","Skin"
"1624","UBMkid703819519","69-097-08","3/8/18","NA0014723263","Skin"
"1625","UBMkid705105474","69-053-6034","11/29/16","NA0011531076","Mouth"
"1626","UBMkid705107573","69-107-6022_2","3/21/16","NA0008332616","Mouth"
"1627","UBMkid706105606","69-104-6031","7/20/16","NA0008944143","Mouth"
"1628","UBMkid706128241","69-012-07","10/22/14","NA0008933915","Skin"
"1629","UBMkid707105382","70-1010-6022","10/10/16","NA0008948870","Mouth"
"1630","UBMkid707127989","70-1012-16","8/28/17","NA0008948528","Skin"
"1631","UBMkid707819627","69-001","4/14/15","NA0014723280","Skin"
"1632","UBMkid708104917","70-1001-11","2/12/15","NA0008363581","Mouth"
"1633","UBMkid708105664","69-091-05","5/23/16","NA0011531052","Mouth"
"1634","UBMkid708129045","70-1002-11","7/21/15","NA0008899201","Skin"
"1635","UBMkid709127754","70-1012-05","4/2/14","NA0008948186","Skin"
"1636","UBMkid709127955","70-1004-1013","11/6/13","NA0010630061","Skin"
"1637","UBMkid709127971","70-1003-07","4/2/14","NA0008898538","Skin"
"1638","UBMkid709128853","69-021-08","8/13/15","NA0008933597","Skin"
"1639","UBMkid709129110","69-104-6011","8/11/15","NA0008933641","Skin"
"1640","UBMkid710128310","69-043-1024","10/15/14","NA0008933884","Skin"
"1641","UBMkid710129268","69-037-06","2/17/15","NA0011525387","Skin"
"1642","UBMkid711127960","69-032-1052","8/14/17","NA0008948361","Skin"
"1643","UBMkid711127972","69-123-6055","5/31/17","NA0010630069","Skin"
"1644","UBMkid711128014","70-1014-12","9/7/17","NA0008898553","Skin"
"1645","UBMkid711129239","69-031-06","2/20/15","NA0008933353","Skin"
"1646","UBMkid712128617","69-069-6034","5/16/16","NA0008932984","Skin"
"1647","UBMkid712129082","69-056-03","2/24/15","NA0008933638","Skin"
"1648","UBMkid713127673","69-047-09","12/8/16","NA0010623045","Mouth"
"1649","UBMkid713128630","69-114-6033","8/15/16","NA0008932991","Skin"
"1650","UBMkid713128929","69-095-03","8/13/15","NA0008331014","Skin"
"1651","UBMkid713129211","69-053-05","6/26/15","NA0011525413","Skin"
"1652","UBMkid714105627","69-027-10","2/11/16","NA0011525419","Mouth"
"1653","UBMkid715105158","70-1006-2011","12/16/15","NA0008333214","Mouth"
"1654","UBMkid715105460","69-090-1031","11/10/16","NA0008948877","Mouth"
"1655","UBMkid715128953","69-023-6034","7/22/15","NA0008933627","Skin"
"1656","UBMkid715129396","69-063-6027","3/2/15","NA0011525367","Skin"
"1657","UBMkid716105406","69-095-05","6/3/16","NA0010622570","Mouth"
"1658","UBMkid716128692","69-110-03","5/17/16","NA0008932997","Skin"
"1659","UBMkid716128902","69-110-01","8/7/15","NA0008899182","Skin"
"1660","UBMkid716129323","69-001-6027","2/23/15","NA0008898254","Skin"
"1661","UBMkid716819849","69-058-13","7/2/18","NA0014723286","Skin"
"1662","UBMkid717105663","69-112-03","5/2/16","NA0008944117","Mouth"
"1663","UBMkid717128959","69-111-01","9/3/15","NA0008933603","Skin"
"1664","UBMkid717129209","69-053-1035","7/10/15","NA0011525392","Skin"
"1665","UBMkid718104671","69-069-6012","8/3/15","NA0009404719","Mouth"
"1666","UBMkid719105495","69-121-03","6/29/16","NA0008948865","Mouth"
"1667","UBMkid719128132","69-069-6021","1/25/16","NA0008941879","Skin"
"1668","UBMkid719129133","70-1003-14","2/11/16","NA0008330998","Skin"
"1669","UBMkid719129426","69-035-08","2/26/15","NA0011525376","Skin"
"1670","UBMkid719819489","69-122-2024","11/10/17","NA0014723291","Skin"
"1671","UBMkid720104619","69-104-01","7/22/15","NA0009404723","Mouth"
"1672","UBMkid720104741","69-100-6011","9/21/15","NA0009404732","Mouth"
"1673","UBMkid720105626","69-001-7036","6/9/16","NA0008944151","Mouth"
"1674","UBMkid720128138","69-010-05","11/17/15","NA0008933333","Skin"
"1675","UBMkid720128926","69-069-6011","7/27/15","NA0008331016","Skin"
"1676","UBMkid721104776","70-1012-07","11/4/14","NA0009404688","Mouth"
