"","KitID","SampleID","Date","Barcodes","SampleType"
"1","UBMkid100105565","69-047-05","6/19/15","NA0008363514","Mouth"
"2","UBMkid101104871","69-053-4015","8/7/14","NA0009404794","Mouth"
"3","UBMkid101127939","70-1014-02","7/2/14","NA0010629657","Skin"
"4","UBMkid102107493","69-024-02","4/16/14","NA0008332896","Mouth"
"5","UBMkid102129158","69-069-6031","4/25/16","NA0011470417","Skin"
"6","UBMkid102819459","69-001","2/11/14","NA0014732835","Skin"
"7","UBMkid103127891","69-063-8012","8/23/17","NA0010629663","Skin"
"8","UBMkid103128088","70-1012-2013","12/20/13","NA0008948196","Skin"
"9","UBMkid103128559","69-023-6011","1/22/15","NA0008331009","Skin"
"10","UBMkid103129011","69-064-09","7/14/16","NA0008933006","Skin"
"11","UBMkid104104948","70-1015-6025","7/2/15","NA0008332501","Mouth"
"12","UBMkid104105643","70-1003-12","8/6/15","NA0008363519","Mouth"
"13","UBMkid104819585","69-109-7018","9/28/16","NA0014732820","Skin"
"14","UBMkid105129245","69-111-6026","2/19/16","NA0008898256","Skin"
"15","UBMkid106104700","69-081-03","10/12/15","NA0009404809","Mouth"
"16","UBMkid106104744","69-048-2014","10/8/14","NA0009404801","Mouth"
"17","UBMkid106104910","69-071-02","2/20/15","NA0008332503","Mouth"
"18","UBMkid107105598","69-069-6014","8/17/15","NA0008363487","Mouth"
"19","UBMkid107128785","69-032-5011","9/17/14","NA0008330984","Skin"
"20","UBMkid108104719","69-081-01","3/4/15","NA0009404810","Mouth"
"21","UBMkid108104985","69-104-6012","8/19/15","NA0008332499","Mouth"
"22","UBMkid108105069","69-105-02","9/15/15","NA0008332514","Mouth"
"23","UBMkid108819837","69-001","12/19/15","NA0014732840","Skin"
"24","UBMkid108819858","70-1010-2043","1/16/18","NA0014732841","Skin"
"25","UBMkid109105057","70-1006-12","9/15/15","NA0008332483","Mouth"
"26","UBMkid110104647","69-026-2025","5/26/15","NA0009404807","Mouth"
"27","UBMkid110128320","69-041-4011","6/25/14","NA0010630087","Skin"
"28","UBMkid110128670","69-023-6023","4/9/15","NA0008898696","Skin"
"29","UBMkid111128207","70-1015-03","3/31/14","NA0010630079","Skin"
"30","UBMkid111129247","69-120-02","2/2/16","NA0011470419","Skin"
"31","UBMkid113127915","69-107-6015","10/29/15","NA0011525153","Skin"
"32","UBMkid113128322","69-078-07","11/30/16","NA0008948209","Skin"
"33","UBMkid113129417","69-001-7030","4/28/16","NA0011470426","Skin"
"34","UBMkid113819450","69-077-11","3/22/18","NA0014756508","Skin"
"35","UBMkid113819948","69-001","9/27/14","NA0014732821","Skin"
"36","UBMkid114104606","69-040-2012","10/7/14","NA0009404827","Mouth"
"37","UBMkid114107308","69-013-1013","12/5/14","NA0008352331","Mouth"
"38","UBMkid114128237","63-032-1053","8/17/17","NA0008948231","Skin"
"39","UBMkid114128686","70-1011-07","1/8/15","NA0008330985","Skin"
"40","UBMkid114819420","70-1008-12","4/16/18","NA0014732815","Skin"
"41","UBMkid115127935","69-107-04","7/7/17","NA0011525147","Skin"
"42","UBMkid115128166","70-1005-1013","4/2/14","NA0011525128","Skin"
"43","UBMkid115819153","70-1010-2044","1/30/18","NA0014756503","Skin"
"44","UBMkid116105054","69-041-06","8/31/15","NA0008332510","Mouth"
"45","UBMkid116107484","69-052-01","4/17/14","NA0008352243","Mouth"
"46","UBMkid116128964","70-1010-6014","5/31/16","NA0008941297","Skin"
"47","UBMkid117127875","70-1005-6036","11/28/16","NA0011525144","Skin"
"48","UBMkid117127943","69-090-1031","11/10/16","NA0010629664","Skin"
"49","UBMkid117128090","69-063-8014","8/30/17","NA0008948205","Skin"
"50","UBMkid118104697","69-004-04","3/14/14","NA0009404825","Mouth"
"51","UBMkid118104990","69-087-02","9/17/15","NA0008332488","Mouth"
"52","UBMkid118105561","69-027-04","7/16/14","NA0008363516","Mouth"
"53","UBMkid119104916","69-023-6015","2/16/15","NA0008332507","Mouth"
"54","UBMkid120128336","70-1014-03","3/31/14","NA0010630075","Skin"
"55","UBMkid120128618","70-1008-2015","11/25/14","NA0008949543","Skin"
"56","UBMkid121105522","69-073-03","5/12/15","NA0008360808","Mouth"
"57","UBMkid121105725","69-032-5011","9/17/14","NA0008363522","Mouth"
"58","UBMkid121107470","69-037-2015","12/1/14","NA0008352315","Mouth"
"59","UBMkid121127800","70-1005-1021","7/9/14","NA0010629667","Skin"
"60","UBMkid121128784","69-084-01","3/25/15","NA0008898679","Skin"
"61","UBMkid122105698","70-1005-10","2/3/15","NA0008363505","Mouth"
"62","UBMkid122129043","69-125-01","7/7/16","NA0008941308","Skin"
"63","UBMkid122819180","69-001","6/2/14","NA0014732810","Skin"
"64","UBMkid123105506","69-053-1033","6/12/15","NA0008363497","Mouth"
"65","UBMkid123107368","69-024-01","10/14/13","NA0008352320","Mouth"
"66","UBMkid123128057","69-026-2031","10/15/15","NA0008948199","Skin"
"67","UBMkid123128653","70-1004-09","8/19/14","NA0008898690","Skin"
"68","UBMkid124105187","69-032-08","9/23/15","NA0008331869","Mouth"
"69","UBMkid124105705","70-1006-11","4/30/15","NA0008363503","Mouth"
"70","UBMkid124129091","70-1010-6011","5/10/16","NA0008932995","Skin"
"71","UBMkid124129201","se1_b","4/2/17","NA0008949678","Skin"
"72","UBMkid125104666","69-026-2013","10/6/14","NA0009404789","Mouth"
"73","UBMkid125105576","69-053-4012","7/18/14","NA0008363476","Mouth"
"74","UBMkid125128607","69-063-6034","4/6/15","NA0008949573","Skin"
"75","UBMkid125819063","69-047-12","5/21/18","NA0014732837","Skin"
"76","UBMkid126104828","69-012-03","6/14/13","NA0008332136","Mouth"
"77","UBMkid126104968","70-1008-10","7/21/15","NA0008332472","Mouth"
"78","UBMkid126129183","69-097-03","2/4/16","NA0011470423","Skin"
"79","UBMkid126819840","69-114-5013","11/20/17","NA0014732846","Skin"
"80","UBMkid127105031","69-001-1023","7/1/15","NA0008353287","Mouth"
"81","UBMkid127129379","69-086-04","4/29/16","NA0011470390","Skin"
"82","UBMkid127819441","69-043-14","2/12/18","NA0014732839","Skin"
"83","UBMkid128104667","69-085-1011","11/18/15","NA0008332138","Mouth"
"84","UBMkid128107542","69-010-1024","12/9/14","NA0008352328","Mouth"
"85","UBMkid128129090","69-123-6034","5/9/16","NA0008948138","Skin"
"86","UBMkid128819933","69-129-03","2/28/18","NA0014732844","Skin"
"87","UBMkid129107399","69-035-01","11/13/13","NA0008331848","Mouth"
"88","UBMkid129129374","69-041-07","3/4/16","NA0011470386","Skin"
"89","UBMkid130104957","70-1003-14","2/11/16","NA0008353276","Mouth"
"90","UBMkid130105747","69-053-4011","7/17/14","NA0008363500","Mouth"
"91","UBMkid130819531","69-122-8015","2/21/18","NA0014732829","Skin"
"92","UBMkid131104688","69-104-6013","8/26/15","NA0009889544","Mouth"
"93","UBMkid131104731","69-079-1013","3/6/15","NA0008332168","Mouth"
"94","UBMkid131105117","70-1011-10","9/29/15","NA0008353292","Mouth"
"95","UBMkid131128963","69-103-04","5/31/16","NA0008932992","Skin"
"96","UBMkid131129019","70-1005-6024","8/1/16","NA0008941278","Skin"
"97","UBMkid131129228","69-111-6024","2/9/16","NA0008898288","Skin"
"98","UBMkid132128917","69-122-02","7/18/16","NA0008948180","Skin"
"99","UBMkid133128783","69-053-4013","7/21/14","NA0008949539","Skin"
"100","UBMkid134105001","69-103-01","7/23/15","NA0008353297","Mouth"
"101","UBMkid134128622","69-033-05","1/9/15","NA0008898704","Skin"
"102","UBMkid134128675","69-048-2011","9/30/14","NA0008331013","Skin"
"103","UBMkid134128719","69-085-01","3/24/15","NA0008898678","Skin"
"104","UBMkid135105192","70-1006-1025","1/19/16","NA0008353264","Mouth"
"105","UBMkid135128647","69-058-01","7/21/14","NA0008949577","Skin"
"106","UBMkid136127846","69-026-2063","10/10/17","NA0010629672","Skin"
"107","UBMkid136127963","70-1005-06","2/19/14","NA0010629673","Skin"
"108","UBMkid136128904","70-1005-6025","8/4/16","NA0008941304","Skin"
"109","UBMkid137104809","69-107-6016","11/5/15","NA0008332478","Mouth"
"110","UBMkid137105116","69-074-6024","4/30/15","NA0008362378","Mouth"
"111","UBMkid137107449","69-036-1015","1/22/14","NA0008332872","Mouth"
"112","UBMkid137107500","69-063-6012","11/24/14","NA0008332875","Mouth"
"113","UBMkid137129171","69-114-6024","4/4/16","NA0008898278","Skin"
"114","UBMkid138105079","69-023-6034","7/22/15","NA0008353294","Mouth"
"115","UBMkid138105180","69-073-04","8/19/15","NA0008353273","Mouth"
"116","UBMkid138105607","69-028-6022","6/8/15","NA0008363517","Mouth"
"117","UBMkid138105671","70-1002-11","7/21/15","NA0008363481","Mouth"
"118","UBMkid138127920","70-1010-04","4/2/16","NA0010629635","Skin"
"119","UBMkid138129092","69-111-03","5/26/16","NA0008933003","Skin"
"120","UBMkid139128838","69-010-1025","12/15/14","NA0008949534","Skin"
"121","UBMkid140129026","69-060-07","5/24/16","NA0008948171","Skin"
"122","UBMkid140819747","69-109-7012","9/14/16","NA0014732809","Skin"
"123","UBMkid141105012","69-027-08","8/6/15","NA0008360832","Mouth"
"124","UBMkid141105753","69-058-01","7/21/14","NA0008363515","Mouth"
"125","UBMkid141107422","69-069-01","11/25/14","NA0008332856","Mouth"
"126","UBMkid142104823","69-079-04","2/2/16","NA0009889565","Mouth"
"127","UBMkid142105734","69-026-1015","12/12/14","NA0008363508","Mouth"
"128","UBMkid142128703","69-061-01","9/17/14","NA0008330988","Skin"
"129","UBMkid142819462","69-036-15","11/28/17","NA0014732802","Skin"
"130","UBMkid143104620","69-069-6015","8/20/15","NA0008332490","Mouth"
"131","UBMkid143127818","69-022-07","10/16/15","NA0011525165","Skin"
"132","UBMkid144104864","69-046-06","8/19/15","NA0008332516","Mouth"
"133","UBMkid144129023","70-1010-6015","6/3/16","NA0008941293","Skin"
"134","UBMkid144819795","69-001","11/1/13","NA0014732825","Skin"
"135","UBMkid145105101","70-1005-12","9/17/15","NA0008332500","Mouth"
"136","UBMkid145128038","70-1003-06","1/22/14","NA0011525143","Skin"
"137","UBMkid145129038","69-037-13","7/18/16","NA0008941290","Skin"
"138","UBMkid145129098","70-1006-15","8/8/16","NA0008948170","Skin"
"139","UBMkid146104952","70-1001-13","9/29/15","NA0008332515","Mouth"
"140","UBMkid146104979","69-021-08","8/13/15","NA0008353285","Mouth"
"141","UBMkid146129341","69-123-6013","5/2/16","NA0008898271","Skin"
"142","UBMkid147104886","69-001-7018","2/2/16","NA0009889579","Mouth"
"143","UBMkid147107532","69-016-02","12/11/13","NA0008332898","Mouth"
"144","UBMkid147127753","69-041-02","6/11/14","NA0010629629","Skin"
"145","UBMkid148105029","69-043-2023","10/2/15","NA0008353280","Mouth"
"146","UBMkid148105770","69-028-1024","1/22/15","NA0008363507","Mouth"
"147","UBMkid148129347","69-001-7024","3/10/16","NA0011470393","Skin"
"148","UBMkid148129353","69-107-6025","4/7/16","NA0008898283","Skin"
"149","UBMkid149105164","69-074-2011","11/2/15","NA0008353270","Mouth"
"150","UBMkid149105168","69-074-6034","8/7/15","NA0008353291","Mouth"
"151","UBMkid150105074","70-1006-1014","1/5/16","NA0008353252","Mouth"
"152","UBMkid150105589","69-074-6026","5/10/15","NA0008363496","Mouth"
"153","UBMkid150129340","69-100-6021","2/22/16","NA0011470397","Skin"
"154","UBMkid150819273","70-1005-1033","3/14/18","NA0014732818","Skin"
"155","UBMkid150819279","70-1006-17","6/5/18","NA0014732836","Skin"
"156","UBMkid151128664","69-011-02","9/26/14","NA0008330996","Skin"
"157","UBMkid151129390","69-026-1025","3/4/16","NA0008898287","Skin"
"158","UBMkid151819633","69-031-11","2/23/18","NA0014732819","Skin"
"159","UBMkid151819666","69-010-09","12/21/17","NA0014732808","Skin"
"160","UBMkid152107539","69-047-01","5/21/14","NA0008332865","Mouth"
"161","UBMkid152129281","69-080-04","2/19/16","NA0011470382","Skin"
"162","UBMkid153129358","69-113-03","2/18/16","NA0011470414","Skin"
"163","UBMkid156104717","69-060-05","8/18/15","NA0008332497","Mouth"
"164","UBMkid156107330","69-065-02","11/25/14","NA0008332881","Mouth"
"165","UBMkid157128737","69-023-6021","3/26/15","NA0008898715","Skin"
"166","UBMkid158105654","69-026-06","1/22/15","NA0008363494","Mouth"
"167","UBMkid158105765","69-099-01","6/24/15","NA0008363480","Mouth"
"168","UBMkid159105011","70-1005-14","2/4/16","NA0008353259","Mouth"
"169","UBMkid159107534","69-071-01","11/19/14","NA0008332894","Mouth"
"170","UBMkid160104756","69-071-04","8/27/15","NA0009889550","Mouth"
"171","UBMkid160129305","69-124-01","1/29/16","NA0008949697","Skin"
"172","UBMkid161128550","69-034-06","3/25/15","NA0008949551","Skin"
"173","UBMkid162105355","69-010-1025","12/15/14","NA0008333200","Mouth"
"174","UBMkid162107361","69-037-1023","7/25/14","NA0008332870","Mouth"
"175","UBMkid162127888","70-1006-07","6/4/14","NA0010629653","Skin"
"176","UBMkid163127908","70-1004-1011","11/1/13","NA0010629648","Skin"
"177","UBMkid163819321","69-026-14","6/4/18","NA0014732833","Skin"
"178","UBMkid164127747","69-041-4013","7/1/14","NA0010629661","Skin"
"179","UBMkid164819753","69-001-7082","6/8/18","NA0014732831","Skin"
"180","UBMkid165105021","70-1006-2012","12/18/15","NA0008353288","Mouth"
"181","UBMkid165105775","70-1015-6011","4/6/15","NA0008363486","Mouth"
"182","UBMkid165107351","69-037-01","12/13/13","NA0008328998","Mouth"
"183","UBMkid165128726","69-087-01","4/8/15","NA0008330999","Skin"
"184","UBMkid165129291","69-069-6035","2/19/16","NA0011470407","Skin"
"185","UBMkid166105102","69-033-08","9/25/15","NA0008343783","Mouth"
"186","UBMkid166105190","69-074-6032","7/23/15","NA0008362412","Mouth"
"187","UBMkid166105476","69-053-1012","9/9/14","NA0008333212","Mouth"
"188","UBMkid166128928","69-001-7040","8/4/16","NA0008941277","Skin"
"189","UBMkid166129216","69-103-03","2/17/16","NA0011470404","Skin"
"190","UBMkid167104736","69-069-6021","1/25/16","NA0009889561","Mouth"
"191","UBMkid167105556","70-1006-09","9/10/14","NA0008363490","Mouth"
"192","UBMkid167107583","69-036-01","11/13/13","NA0008329002","Mouth"
"193","UBMkid167128585","69-053-4012","7/18/14","NA0008898688","Skin"
"194","UBMkid168105529","69-023-6011","1/22/15","NA0008363484","Mouth"
"195","UBMkid168128685","69-041-4014","7/17/14","NA0008898694","Skin"
"196","UBMkid168129258","69-058-08","4/7/16","NA0008898286","Skin"
"197","UBMkid168129339","69-026-4015","4/22/16","NA0008898248","Skin"
"198","UBMkid169127948","70-1011-05","4/2/14","NA0010629641","Skin"
"199","UBMkid170127762","69-037-16","10/20/17","NA0011525131","Skin"
"200","UBMkid170128801","69-028-1023","1/20/15","NA0008949553","Skin"
"201","UBMkid170129122","sa2_b","4/2/17","NA0008948173","Skin"
"202","UBMkid171104768","69-012-1011","2/20/15","NA0008332491","Mouth"
"203","UBMkid171105559","70-1015-06","2/20/15","NA0008363478","Mouth"
"204","UBMkid172105253","69-078-02","6/10/15","NA0008363588","Mouth"
"205","UBMkid172129254","se1_p","4/2/17","NA0008949712","Skin"
"206","UBMkid173107344","69-032-02","12/20/13","NA0008328967","Mouth"
"207","UBMkid173129422","69-027-10","2/11/16","NA0008898252","Skin"
"208","UBMkid174127867","69-118-01","10/23/15","NA0011525172","Skin"
"209","UBMkid174127969","70-1005-05","11/20/13","NA0011525150","Skin"
"210","UBMkid174128958","69-077-07","8/2/16","NA0008932973","Skin"
"211","UBMkid175107490","69-030-02","12/11/13","NA0008352293","Mouth"
"212","UBMkid176104757","69-111-6022","1/26/16","NA0009889540","Mouth"
"213","UBMkid176129027","69-114-6032","8/8/16","NA0008941307","Skin"
"214","UBMkid177104908","69-053-6015","8/7/15","NA0008362413","Mouth"
"215","UBMkid177127746","69-027-09","10/14/15","NA0010629668","Skin"
"216","UBMkid177128012","70-1012-2001","12/4/13","NA0010629659","Skin"
"217","UBMkid179104775","69-097-03","2/4/16","NA0009889562","Mouth"
"218","UBMkid179105259","69-032-1014","2/25/15","NA0008363611","Mouth"
"219","UBMkid179129157","69-043-09","2/12/16","NA0008898277","Skin"
"220","UBMkid180105295","70-1010-08","4/27/15","NA0008363592","Mouth"
"221","UBMkid180105760","70-1015-6013","4/20/15","NA0008363499","Mouth"
"222","UBMkid180127898","69-026-11","11/30/16","NA0010629640","Skin"
"223","UBMkid180128008","69-021-10","6/2/17","NA0011525156","Skin"
"224","UBMkid180129401","69-104-6026","3/4/16","NA0011470411","Skin"
"225","UBMkid181104848","69-114-03","1/27/16","NA0009889576","Mouth"
"226","UBMkid181107507","70-1010-04","4/2/16","NA0008352334","Mouth"
"227","UBMkid181129342","69-063-09","4/12/16","NA0011470410","Skin"
"228","UBMkid182105736","69-012-08","1/12/15","NA0008363520","Mouth"
"229","UBMkid182105757","69-001-1022","6/19/15","NA0008363510","Mouth"
"230","UBMkid182107370","69-033-03","4/14/14","NA0008352295","Mouth"
"231","UBMkid182107566","69-063-6013","12/1/14","NA0008352338","Mouth"
"232","UBMkid182819291","69-134-01","5/18/18","NA0014732823","Skin"
"233","UBMkid183128827","69-073-03","5/12/15","NA0008949540","Skin"
"234","UBMkid183128948","69-090-1013","7/5/16","NA0008941302","Skin"
"235","UBMkid183128950","70-1015-10","7/18/16","NA0008932972","Skin"
"236","UBMkid184104923","69-001-7011","12/15/15","NA0008353269","Mouth"
"237","UBMkid184105087","69-076-01","2/25/15","NA0008353293","Mouth"
"238","UBMkid184105205","70-1008-09","2/20/15","NA0008363599","Mouth"
"239","UBMkid184107452","69-005-03","2/19/14","NA0008328985","Mouth"
"240","UBMkid184128698","69-028-6012","4/9/15","NA0008949547","Skin"
"241","UBMkid184129165","69-091-04","2/16/16","NA0008898282","Skin"
"242","UBMkid184129377","69-116-03","2/8/16","NA0008898279","Skin"
"243","UBMkid186105509","70-1010-2013","11/16/15","NA0008363492","Mouth"
"244","UBMkid186107549","69-114-6012","10/26/15","NA0008329000","Mouth"
"245","UBMkid186107589","69-074-01","12/9/14","NA0008329013","Mouth"
"246","UBMkid186128777","69-023-6022","4/2/15","NA0008898676","Skin"
"247","UBMkid187105223","70-1015-6014","4/27/15","NA0008333231","Mouth"
"248","UBMkid187105587","70-1006-1011","1/9/15","NA0008363489","Mouth"
"249","UBMkid187105684","69-066-02","12/16/14","NA0008363483","Mouth"
"250","UBMkid187105706","69-053-1032","6/8/15","NA0008333215","Mouth"
"251","UBMkid187128882","69-001-7034","5/16/16","NA0008941275","Skin"
"252","UBMkid187129346","69-048-01","4/18/14","NA0008933010","Skin"
"253","UBMkid187819213","69-001","7/2/16","NA0014732826","Skin"
"254","UBMkid188105257","70-1002-09","12/16/14","NA0008363576","Mouth"
"255","UBMkid188105397","69-001-4011","9/12/14","NA0008333205","Mouth"
"256","UBMkid188107366","69-032-01","10/28/13","NA0008352324","Mouth"
"257","UBMkid188107443","69-035-05","7/23/14","NA0008329003","Mouth"
"258","UBMkid188127964","69-001-7059","6/26/17","NA0010629650","Skin"
"259","UBMkid188129234","69-037-1013","2/5/14","NA0011524470","Skin"
"260","UBMkid189104630","69-041-1014","2/19/15","NA0008332473","Mouth"
"261","UBMkid189107550","69-003-07","12/13/13","NA0008332887","Mouth"
"262","UBMkid190107360","69-021-3001","12/20/13","NA0008329157","Mouth"
"263","UBMkid190819912","70-1011-13","4/10/18","NA0014732822","Skin"
"264","UBMkid191104663","69-085-04","2/2/16","NA0009889572","Mouth"
"265","UBMkid191129048","69-114-6031","8/1/16","NA0008941274","Skin"
"266","UBMkid192129155","69-003-07","12/13/13","NA0008933472","Skin"
"267","UBMkid193105183","69-028-4015","3/20/15","NA0008353299","Mouth"
"268","UBMkid193127983","70-1010-05","7/9/14","NA0010629644","Skin"
"269","UBMkid193128694","69-086-1014","5/6/15","NA0008898706","Skin"
"270","UBMkid193129370","69-026-03","4/16/14","NA0008933001","Skin"
"271","UBMkid194104684","69-064-6033","9/28/15","NA0009889539","Mouth"
"272","UBMkid194104971","69-053-6012","7/21/15","NA0008353256","Mouth"
"273","UBMkid194105709","69-063-6041","9/15/15","NA0008363488","Mouth"
"274","UBMkid194128612","69-071-03","5/8/15","NA0008949544","Skin"
"275","UBMkid194128805","69-026-07","4/28/15","NA0008330989","Skin"
"276","UBMkid195104888","69-040-2013","10/9/14","NA0008343750","Mouth"
"277","UBMkid195105030","69-114-01","9/3/15","NA0008353254","Mouth"
"278","UBMkid195105073","69-107-01","9/9/15","NA0008353267","Mouth"
"279","UBMkid195819615","69-109-7010","9/6/16","NA0014732830","Skin"
"280","UBMkid196819192","69-027-15","4/17/18","NA0014732807","Skin"
"281","UBMkid197105399","70-1003-09","1/21/15","NA0008333219","Mouth"
"282","UBMkid197107357","69-111-6015","10/22/15","NA0008329007","Mouth"
"283","UBMkid197819369","69-118-06","7/13/18","NA0014732845","Skin"
"284","UBMkid198105411","69-028-1023","1/20/15","NA0008333196","Mouth"
"285","UBMkid198105639","69-013-1015","1/9/15","NA0008363495","Mouth"
"286","UBMkid198127978","69-122-05","10/19/17","NA0010629671","Skin"
"287","UBMkid198128745","69-026-2023","5/7/15","NA0008898721","Skin"
"288","UBMkid198129117","70-1002-14","7/14/16","NA0008948160","Skin"
"289","UBMkid198129273","69-037-03","5/21/14","NA0008933475","Skin"
"290","UBMkid200105685","70-1008-07","8/6/14","NA0008363501","Mouth"
"291","UBMkid201104702","69-031-08","9/24/15","NA0008343767","Mouth"
"292","UBMkid201105427","69-043-05","2/27/15","NA0008363573","Mouth"
"293","UBMkid201107504","69-035-04","4/30/14","NA0008329110","Mouth"
"294","UBMkid201128600","70-1006-09","12/16/14","NA0008949550","Skin"
"295","UBMkid202105041","69-043-2022","9/29/15","NA0008353271","Mouth"
"296","UBMkid202105603","69-068-02","12/15/14","NA0008363477","Mouth"
"297","UBMkid202107553","70-1005-1023","7/14/14","NA0008329143","Mouth"
"298","UBMkid203105055","69-055-2013","11/12/15","NA0008353277","Mouth"
"299","UBMkid203105520","69-063-6015","12/11/14","NA0008363491","Mouth"
"300","UBMkid203128582","69-001-6031","3/31/15","NA0008949557","Skin"
"301","UBMkid203128841","69-074-6021","4/9/15","NA0008949556","Skin"
"302","UBMkid204105000","69-090-02","8/25/15","NA0008343772","Mouth"
"303","UBMkid204105527","69-035-08","2/26/15","NA0008363521","Mouth"
"304","UBMkid204128613","69-063-6015","12/11/14","NA0008898677","Skin"
"305","UBMkid205127974","70-1012-2002","12/10/13","NA0010629642","Skin"
"306","UBMkid205129407","69-071-01","11/19/14","NA0008933494","Skin"
"307","UBMkid206105323","69-053-8011","3/29/16","NA0008363617","Mouth"
"308","UBMkid206128581","69-052-02","9/23/14","NA0008898710","Skin"
"309","UBMkid206128665","69-068-02","12/15/14","NA0008898716","Skin"
"310","UBMkid207105417","70-1011-07","1/8/15","NA0008333210","Mouth"
"311","UBMkid207107529","69-031-02","2/3/14","NA0008332895","Mouth"
"312","UBMkid207128002","69-031-10","8/4/17","NA0011525133","Skin"
"313","UBMkid207128759","69-063-1013","9/15/14","NA0008949555","Skin"
"314","UBMkid207129429","69-023-1013","1/21/14","NA0011524456","Skin"
"315","UBMkid209127766","69-021-4012","6/27/14","NA0011525152","Skin"
"316","UBMkid209128765","69-028-1024","1/22/15","NA0008949560","Skin"
"317","UBMkid209128934","69-047-07","5/27/16","NA0008932988","Skin"
"318","UBMkid210105091","69-112-02","1/28/16","NA0008343774","Mouth"
"319","UBMkid211107571","70-1011-06","7/15/14","NA0008332868","Mouth"
"320","UBMkid211127996","69-130-8013","8/31/17","NA0011525151","Skin"
"321","UBMkid211129252","69-039-1012","2/15/14","NA0011524475","Skin"
"322","UBMkid211129287","69-022-01","11/1/13","NA0008932998","Skin"
"323","UBMkid211129314","69-023-01","10/14/13","NA0011524474","Skin"
"324","UBMkid212107392","69-107-6011","10/5/15","NA0008329118","Mouth"
"325","UBMkid213105015","69-026-2024","5/11/15","NA0008343781","Mouth"
"326","UBMkid213105225","69-033-06","5/1/15","NA0008333229","Mouth"
"327","UBMkid213128722","69-045-05","4/15/15","NA0008947970","Skin"
"328","UBMkid213129056","69-058-09","7/6/16","NA0008941292","Skin"
"329","UBMkid215104778","69-001-4025","8/21/15","NA0009889556","Mouth"
"330","UBMkid215105395","69-063-6021","1/16/15","NA0008333237","Mouth"
"331","UBMkid215107477","69-073-01","12/9/14","NA0008329132","Mouth"
"332","UBMkid215128616","69-053-1012","9/9/14","NA0008330982","Skin"
"333","UBMkid215129073","69-116-03","5/27/16","NA0008941309","Skin"
"334","UBMkid215129093","70-1010-6012","5/17/16","NA0008948176","Skin"
"335","UBMkid217129443","69-037-1012","1/22/14","NA0008932980","Skin"
"336","UBMkid218129292","69-027-03","4/30/14","NA0008933452","Skin"
"337","UBMkid219127778","69-049-02","6/9/14","NA0010629643","Skin"
"338","UBMkid219128570","69-079-1015","4/3/15","NA0008949548","Skin"
"339","UBMkid220129085","70-1008-13","8/3/16","NA0008941289","Skin"
"340","UBMkid221128770","69-043-1022","9/29/14","NA0008898699","Skin"
"341","UBMkid222127798","69-043-13","8/9/17","NA0011525169","Skin"
"342","UBMkid222127959","70-1002-07","3/3/14","NA0011525142","Skin"
"343","UBMkid222128586","70-1002-09","12/16/14","NA0008949568","Skin"
"344","UBMkid222128859","69-047-3012","10/3/14","NA0011470375","Skin"
"345","UBMkid222819843","69-034-15","3/9/18","NA0014732842","Skin"
"346","UBMkid223127761","70-1008-1013","1/8/14","NA0010629633","Skin"
"347","UBMkid223128037","69-078-09","9/13/17","NA0010629636","Skin"
"348","UBMkid223128736","69-063-1011","9/10/14","NA0008898683","Skin"
"349","UBMkid224107465","69-022-02","2/3/14","NA0008329121","Mouth"
"350","UBMkid225104974","69-043-2021","9/28/15","NA0008343752","Mouth"
"351","UBMkid226104906","69-028-6033","10/5/15","NA0008343758","Mouth"
"352","UBMkid226107384","69-031-1014","4/23/14","NA0008352337","Mouth"
"353","UBMkid226107518","69-026-1014","11/26/14","NA0008352300","Mouth"
"354","UBMkid226127831","69-001-7061","7/27/17","NA0011525158","Skin"
"355","UBMkid227128895","69-027-07","4/22/15","NA0008943075","Skin"
"356","UBMkid228104905","69-112-01","10/2/15","NA0008343753","Mouth"
"357","UBMkid228105486","69-064-6032","9/21/15","NA0008363493","Mouth"
"358","UBMkid228127752","69-070-03","9/12/17","NA0010629638","Skin"
"359","UBMkid228129345","69-035-01","11/13/13","NA0008933481","Skin"
"360","UBMkid229104604","69-022-03","5/5/14","NA0009404802","Mouth"
"361","UBMkid229105228","69-028-6021","6/1/15","NA0008333203","Mouth"
"362","UBMkid229129014","69-028-2013","10/6/14","NA0011470381","Skin"
"363","UBMkid230105261","69-081-02","6/15/15","NA0008333201","Mouth"
"364","UBMkid230128907","69-039-06","5/20/15","NA0008943050","Skin"
"365","UBMkid231127926","69-053-6036","12/12/16","NA0010629669","Skin"
"366","UBMkid232107562","69-023-03","5/21/14","NA0008329149","Mouth"
"367","UBMkid232127745","69-100-6015","10/15/15","NA0011525160","Skin"
"368","UBMkid232127822","70-1005-6056","7/5/17","NA0010629639","Skin"
"369","UBMkid232128867","69-001-62","7/11/13","NA0008948184","Skin"
"370","UBMkid233128761","69-098-01","6/18/15","NA0008898685","Skin"
"371","UBMkid234107448","69-023-1013","1/21/14","NA0008329120","Mouth"
"372","UBMkid234128861","69-048-2014","10/8/14","NA0008941421","Skin"
"373","UBMkid234129086","69-043-01","3/28/14","NA0008943060","Skin"
"374","UBMkid234129384","70-1003-08","7/16/14","NA0008933009","Skin"
"375","UBMkid234129400","69-001-1012","12/5/14","NA0008933454","Skin"
"376","UBMkid234819744","69-123-03","12/11/17","NA0014732838","Skin"
